symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_%,cumulative_pnl,cum_max,drawdown,r_multiple
AAL,2006-11-22,2007-03-07,61.4,49.48,1,-19.41,-1.94,-99.99,14.04,-114.03,-3.1612377850162865
AAL,2007-01-17,2007-03-09,60.96,48.81,1,-19.94,-1.99,-119.92999999999999,14.04,-133.97,-3.270997375328084
AAL,2006-11-10,2007-03-13,49.54,47.45,2,-4.21,-0.42,-124.13999999999999,14.04,-138.17999999999998,-0.42490916431166736
AAL,2006-11-14,2007-03-13,51.2,47.45,1,-7.32,-0.73,-131.45999999999998,14.04,-145.49999999999997,-1.4296875
AAL,2006-11-15,2007-03-13,53.5,47.45,1,-11.3,-1.13,-142.76,14.04,-156.79999999999998,-2.1121495327102804
AAL,2006-11-16,2007-03-13,59.51,48.14,1,-19.11,-1.91,-161.87,14.04,-175.91,-3.2112250042009745
AAL,2006-11-17,2007-03-13,60.61,48.61,1,-19.8,-1.98,-181.67000000000002,14.04,-195.71,-3.266787658802178
AAL,2006-11-21,2007-03-13,59.8,48.08,1,-19.59,-1.96,-201.26000000000002,14.04,-215.3,-3.2759197324414715
AAL,2006-11-09,2007-03-13,49.3,47.45,2,-3.75,-0.37,-205.01000000000002,14.04,-219.05,-0.3803245436105477
AAL,2006-11-28,2007-03-13,58.6,47.03,1,-19.75,-1.98,-224.76000000000002,14.04,-238.8,-3.3703071672354947
AAL,2007-01-12,2007-03-13,61.2,48.15,1,-21.32,-2.13,-246.08,14.04,-260.12,-3.4836601307189543
AAL,2006-11-30,2007-03-13,57.05,47.03,1,-17.57,-1.76,-263.65000000000003,14.04,-277.69000000000005,-3.079754601226994
AAL,2006-12-05,2007-03-13,58.0,47.03,1,-18.92,-1.89,-282.57000000000005,14.04,-296.61000000000007,-3.262068965517242
AAL,2006-12-06,2007-03-13,59.04,47.03,1,-20.35,-2.04,-302.9200000000001,14.04,-316.9600000000001,-3.4468157181571817
AAL,2006-12-07,2007-03-13,59.34,47.03,1,-20.75,-2.08,-323.6700000000001,14.04,-337.7100000000001,-3.4967981125716205
AAL,2006-12-08,2007-03-13,59.01,47.03,1,-20.31,-2.03,-343.9800000000001,14.04,-358.0200000000001,-3.4417895271987793
AAL,2006-12-12,2007-03-13,61.05,47.07,1,-22.9,-2.29,-366.88000000000005,14.04,-380.9200000000001,-3.7510237510237507
AAL,2006-12-13,2007-03-13,61.33,47.26,1,-22.95,-2.29,-389.83000000000004,14.04,-403.87000000000006,-3.7420511984346976
AAL,2006-11-08,2007-03-13,50.22,47.45,1,-5.51,-0.55,-395.34000000000003,14.04,-409.38000000000005,-1.0971724412584627
AAL,2006-11-29,2007-03-13,59.4,47.2,1,-20.53,-2.05,-415.87,14.04,-429.91,-3.4562289562289563
AAL,2006-11-07,2007-03-13,50.16,47.45,1,-5.4,-0.54,-421.27,14.04,-435.31,-1.0765550239234452
AAL,2006-12-01,2007-03-13,57.51,47.03,1,-18.23,-1.82,-439.5,14.04,-453.54,-3.169883498521996
AAL,2006-11-02,2007-03-13,48.51,47.45,2,-2.18,-0.22,-441.68,14.04,-455.72,-0.2246959389816533
AAL,2006-11-03,2007-03-13,47.98,47.45,2,-1.1,-0.11,-442.78000000000003,14.04,-456.82000000000005,-0.11463109629012089
AAL,2006-08-04,2007-03-13,46.75,47.45,2,1.5,0.15,-441.28000000000003,14.04,-455.32000000000005,0.16042780748663102
AAL,2006-08-03,2007-03-13,43.8,47.45,2,8.34,0.83,-432.94000000000005,14.04,-446.9800000000001,0.952054794520548
AAL,2006-10-03,2007-03-13,46.6,47.45,2,1.83,0.18,-431.11000000000007,14.04,-445.1500000000001,0.1963519313304721
AAL,2006-10-04,2007-03-13,47.66,47.45,2,-0.44,-0.04,-431.55000000000007,14.04,-445.5900000000001,-0.04616030214015946
AAL,2006-10-05,2007-03-13,47.26,47.45,2,0.41,0.04,-431.14000000000004,14.04,-445.18000000000006,0.043377063055438
AAL,2006-10-06,2007-03-13,47.9,47.45,2,-0.93,-0.09,-432.07000000000005,14.04,-446.11000000000007,-0.09707724425887265
AAL,2006-10-10,2007-03-13,47.95,47.45,2,-1.04,-0.1,-433.11000000000007,14.04,-447.1500000000001,-0.10844629822732013
AAL,2006-10-12,2007-03-13,47.71,47.45,2,-0.54,-0.05,-433.6500000000001,14.04,-447.6900000000001,-0.05659190945294488
AAL,2006-10-13,2007-03-13,47.4,47.45,2,0.11,0.01,-433.5400000000001,14.04,-447.5800000000001,0.01160337552742616
AAL,2006-10-11,2007-03-13,47.15,47.45,2,0.64,0.06,-432.9000000000001,14.04,-446.9400000000001,0.06786850477200425
AAL,2006-10-18,2007-03-13,45.81,47.45,2,3.59,0.36,-429.3100000000001,14.04,-443.35000000000014,0.3918358437022484
AAL,2006-10-19,2007-03-13,45.88,47.45,2,3.43,0.34,-425.8800000000001,14.04,-439.92000000000013,0.37380122057541415
AAL,2006-10-20,2007-03-13,47.71,47.45,2,-0.54,-0.05,-426.42000000000013,14.04,-440.46000000000015,-0.05659190945294488
AAL,2006-10-24,2007-03-13,50.05,47.45,1,-5.19,-0.52,-431.6100000000001,14.04,-445.65000000000015,-1.0369630369630372
AAL,2006-10-25,2007-03-13,50.3,47.45,1,-5.66,-0.57,-437.27000000000015,14.04,-451.3100000000002,-1.125248508946322
AAL,2006-10-26,2007-03-13,49.86,47.45,2,-4.83,-0.48,-442.10000000000014,14.04,-456.14000000000016,-0.48435619735258717
AAL,2006-10-17,2007-03-13,44.85,47.45,2,5.8,0.58,-436.3000000000001,14.04,-450.34000000000015,0.6465997770345596
AAL,2006-11-01,2007-03-13,49.95,47.45,2,-5.0,-0.5,-441.3000000000001,14.04,-455.34000000000015,-0.5005005005005005
AAL,2006-10-27,2007-03-13,48.95,47.45,2,-3.06,-0.31,-444.3600000000001,14.04,-458.40000000000015,-0.3125638406537283
AAL,2006-10-31,2007-03-13,51.29,47.45,1,-7.48,-0.75,-451.84000000000015,14.04,-465.88000000000017,-1.4583739520374344
AAL,2007-01-09,2007-03-14,59.44,46.53,1,-21.72,-2.17,-473.5600000000002,14.04,-487.6000000000002,-3.6541049798115743
AAL,2007-01-10,2007-03-14,60.03,46.9,1,-21.88,-2.19,-495.44000000000017,14.04,-509.4800000000002,-3.644844244544394
AAL,2007-01-19,2007-03-14,57.73,45.32,1,-21.49,-2.15,-516.9300000000002,14.04,-530.9700000000001,-3.722501299151221
AAL,2007-01-05,2007-03-14,58.83,45.93,1,-21.93,-2.19,-538.8600000000001,14.04,-552.9000000000001,-3.7276899541050486
AAL,2007-01-23,2007-03-14,55.4,44.89,1,-18.98,-1.9,-557.8400000000001,14.04,-571.8800000000001,-3.4259927797833933
AAL,2007-01-18,2007-03-14,58.65,46.3,1,-21.05,-2.11,-578.8900000000001,14.04,-592.9300000000001,-3.5890878090366582
AAL,2007-01-04,2007-03-14,56.3,44.21,1,-21.48,-2.15,-600.3700000000001,14.04,-614.4100000000001,-3.8152753108348136
AAL,2007-01-11,2007-03-14,59.18,45.85,1,-22.53,-2.25,-622.9000000000001,14.04,-636.94,-3.8070294018249413
AAL,2006-12-28,2007-03-14,57.04,44.7,1,-21.63,-2.16,-644.5300000000001,14.04,-658.57,-3.7920757363253856
AAL,2006-12-27,2007-03-14,55.93,46.88,1,-16.19,-1.62,-660.7200000000001,14.04,-674.7600000000001,-2.894689790809941
AAL,2006-12-22,2007-03-14,54.0,46.88,1,-13.19,-1.32,-673.9100000000002,14.04,-687.9500000000002,-2.442592592592592
AAL,2006-12-21,2007-03-14,55.9,46.88,1,-16.14,-1.61,-690.0500000000002,14.04,-704.0900000000001,-2.887298747763864
AAL,2006-12-20,2007-03-14,57.1,46.88,1,-17.91,-1.79,-707.9600000000002,14.04,-722.0000000000001,-3.136602451838879
AAL,2006-12-19,2007-03-14,54.56,46.88,1,-14.09,-1.41,-722.0500000000002,14.04,-736.0900000000001,-2.5824780058651022
AAL,2006-12-15,2007-03-14,57.61,44.61,1,-22.57,-2.26,-744.6200000000002,14.04,-758.6600000000002,-3.917722617601111
AAL,2006-12-14,2007-03-14,58.69,44.21,1,-24.68,-2.47,-769.3000000000002,14.04,-783.3400000000001,-4.205145680695178
AAL,2006-12-29,2007-03-14,55.76,46.88,1,-15.93,-1.59,-785.2300000000001,14.04,-799.2700000000001,-2.8568866571018647
AAL,2007-07-25,2007-08-15,35.26,27.65,2,-21.59,-2.16,-806.8200000000002,14.04,-820.8600000000001,-3.061542824730573
AAL,2007-07-26,2007-08-15,34.0,26.39,2,-22.38,-2.24,-829.2000000000002,14.04,-843.2400000000001,-3.291176470588235
AAL,2007-08-09,2007-11-02,30.61,25.47,3,-16.79,-1.68,-845.9900000000001,14.04,-860.0300000000001,-1.828378525536317
AAL,2009-09-18,2009-10-01,5.12,4.2,19,-17.97,-1.8,-863.9600000000002,14.04,-878.0000000000001,-1.8472450657894732
AAL,2009-09-22,2009-10-02,5.36,4.02,18,-25.0,-2.5,-888.9600000000002,14.04,-903.0000000000001,-2.591210613598673
AAL,2009-09-23,2009-10-21,4.74,3.88,21,-18.2,-1.82,-907.1600000000002,14.04,-921.2000000000002,-1.8284106891701826
AAL,2010-03-12,2010-04-22,7.97,6.3,12,-20.92,-2.09,-928.0800000000002,14.04,-942.1200000000001,-2.18736930154747
AAL,2010-03-16,2010-04-22,7.93,6.39,12,-19.45,-1.95,-947.5300000000002,14.04,-961.5700000000002,-2.0439260193358555
AAL,2010-03-03,2010-05-06,7.51,5.81,13,-22.67,-2.27,-970.2000000000002,14.04,-984.2400000000001,-2.3220321622452116
AAL,2010-03-04,2010-05-06,7.48,5.75,13,-23.13,-2.31,-993.3300000000002,14.04,-1007.3700000000001,-2.3786507610037018
AAL,2010-03-05,2010-05-06,7.43,5.7,13,-23.22,-2.32,-1016.5500000000002,14.04,-1030.5900000000001,-2.403975566828864
AAL,2010-03-02,2010-05-06,7.74,6.04,12,-22.0,-2.2,-1038.5500000000002,14.04,-1052.5900000000001,-2.3686477174849268
AAL,2010-03-09,2010-05-06,7.38,5.78,13,-21.65,-2.16,-1060.2000000000003,14.04,-1074.2400000000002,-2.2566187200333543
AAL,2010-03-10,2010-05-06,7.8,6.12,12,-21.51,-2.15,-1081.7100000000003,14.04,-1095.7500000000002,-2.2980769230769234
AAL,2010-03-11,2010-05-06,7.92,6.27,12,-20.86,-2.09,-1102.5700000000002,14.04,-1116.6100000000001,-2.19486531986532
AAL,2010-03-17,2010-05-06,7.71,6.17,12,-19.94,-1.99,-1122.5100000000002,14.04,-1136.5500000000002,-2.1552096843925637
AAL,2010-03-30,2010-05-06,7.31,5.9,13,-19.25,-1.93,-1141.7600000000002,14.04,-1155.8000000000002,-2.0256761022834895
AAL,2010-03-19,2010-05-06,7.1,5.9,14,-16.87,-1.69,-1158.63,14.04,-1172.67,-1.6971830985915495
AAL,2010-03-23,2010-05-06,7.34,5.9,13,-19.58,-1.96,-1178.21,14.04,-1192.25,-2.051980716830853
AAL,2010-03-24,2010-05-06,7.27,5.9,13,-18.81,-1.88,-1197.02,14.04,-1211.06,-1.9902655803618665
AAL,2010-03-25,2010-05-06,7.46,5.75,13,-22.92,-2.29,-1219.94,14.04,-1233.98,-2.3633738915240254
AAL,2010-03-26,2010-05-06,7.42,5.9,13,-20.45,-2.05,-1240.39,14.04,-1254.43,-2.120049761559195
AAL,2010-03-31,2010-05-06,7.18,5.9,13,-17.79,-1.78,-1258.18,14.04,-1272.22,-1.9059352903364046
AAL,2010-04-09,2010-05-06,7.55,5.78,13,-23.48,-2.35,-1281.66,14.04,-1295.7,-2.392256749872644
AAL,2010-04-13,2010-05-06,7.66,5.84,13,-23.73,-2.37,-1305.39,14.04,-1319.43,-2.383008636272344
AAL,2010-02-26,2010-05-06,7.06,6.13,14,-13.21,-1.32,-1318.6000000000001,14.04,-1332.64,-1.3365034399028735
AAL,2010-03-18,2010-05-06,7.55,5.99,13,-20.66,-2.07,-1339.2600000000002,14.04,-1353.3000000000002,-2.1049414161996944
AAL,2010-02-25,2010-05-06,7.06,6.13,14,-13.21,-1.32,-1352.4700000000003,14.04,-1366.5100000000002,-1.3365034399028735
AAL,2010-01-15,2010-05-06,5.64,6.13,17,8.64,0.86,-1343.8300000000002,14.04,-1357.8700000000001,0.9011264080100126
AAL,2010-02-23,2010-05-06,7.09,6.13,14,-13.58,-1.36,-1357.41,14.04,-1371.45,-1.3681241184767279
AAL,2010-02-24,2010-05-06,7.14,6.13,14,-14.18,-1.42,-1371.5900000000001,14.04,-1385.63,-1.4185674269707884
AAL,2009-12-23,2010-05-06,5.13,6.13,19,19.44,1.94,-1352.15,14.04,-1366.19,1.994459833795014
AAL,2009-12-24,2010-05-06,5.2,6.13,19,17.84,1.78,-1334.3100000000002,14.04,-1348.3500000000001,1.805668016194332
AAL,2010-01-06,2010-05-06,5.19,6.13,19,18.06,1.81,-1316.2500000000002,14.04,-1330.2900000000002,1.8314572558564037
AAL,2010-01-07,2010-05-06,5.06,6.13,19,21.1,2.11,-1295.1500000000003,14.04,-1309.1900000000003,2.1947160391096316
AAL,2010-01-08,2010-05-06,5.27,6.13,18,16.27,1.63,-1278.8800000000003,14.04,-1292.9200000000003,1.715159181952351
AAL,2010-01-12,2010-05-06,5.06,6.13,19,21.1,2.11,-1257.7800000000004,14.04,-1271.8200000000004,2.1947160391096316
AAL,2010-01-13,2010-05-06,5.12,6.13,19,19.68,1.97,-1238.1000000000004,14.04,-1252.1400000000003,2.0230263157894735
AAL,2010-01-14,2010-05-06,5.46,6.13,18,12.23,1.22,-1225.8700000000003,14.04,-1239.9100000000003,1.2444037444037446
AAL,2009-12-29,2010-05-06,5.04,6.13,19,21.58,2.16,-1204.2900000000004,14.04,-1218.3300000000004,2.253550543024227
AAL,2010-02-18,2010-05-06,6.75,6.13,14,-9.22,-0.92,-1213.5100000000004,14.04,-1227.5500000000004,-0.9756613756613757
AAL,2010-01-20,2010-05-06,5.65,6.13,17,8.45,0.85,-1205.0600000000004,14.04,-1219.1000000000004,0.8797501301405515
AAL,2010-02-17,2010-05-06,6.89,6.13,14,-11.07,-1.11,-1216.1300000000003,14.04,-1230.1700000000003,-1.1476259589467137
AAL,2010-02-04,2010-05-06,5.82,6.13,17,5.28,0.53,-1210.8500000000004,14.04,-1224.8900000000003,0.5336567616737415
AAL,2010-02-03,2010-05-06,5.94,6.13,16,3.16,0.32,-1207.6900000000003,14.04,-1221.7300000000002,0.33249158249158245
AAL,2010-02-19,2010-05-06,6.65,6.13,15,-7.86,-0.79,-1215.5500000000002,14.04,-1229.5900000000001,-0.7879699248120301
AAL,2010-01-26,2010-05-06,5.21,6.13,19,17.61,1.76,-1197.9400000000003,14.04,-1211.9800000000002,1.778967572482069
AAL,2010-01-22,2010-05-06,5.48,6.13,18,11.82,1.18,-1186.1200000000003,14.04,-1200.1600000000003,1.1982968369829683
AAL,2010-01-21,2010-05-06,5.88,6.13,17,4.21,0.42,-1181.9100000000003,14.04,-1195.9500000000003,0.42116846738695474
AAL,2010-01-27,2010-05-06,5.1,6.13,19,20.15,2.01,-1161.7600000000002,14.04,-1175.8000000000002,2.0794633642930855
AAL,2010-04-14,2010-07-02,7.54,8.15,13,8.12,0.81,-1153.6400000000003,14.04,-1167.6800000000003,0.8284023668639051
AAL,2010-04-15,2010-07-02,7.47,8.15,13,9.14,0.91,-1144.5000000000002,14.04,-1158.5400000000002,0.9412007002368449
AAL,2010-04-20,2010-07-02,6.99,8.15,14,16.63,1.66,-1127.8700000000001,14.04,-1141.91,1.6993664418557122
AAL,2010-04-21,2010-07-02,7.13,8.15,14,14.34,1.43,-1113.5300000000002,14.04,-1127.5700000000002,1.436585854538169
AAL,2010-04-22,2010-07-02,6.66,8.15,15,22.41,2.24,-1091.1200000000001,14.04,-1105.16,2.2432432432432434
AAL,2010-04-16,2010-07-02,7.42,8.15,13,9.87,0.99,-1081.2500000000002,14.04,-1095.2900000000002,1.02322206095791
AAL,2010-11-04,2010-12-15,12.24,10.13,8,-17.2,-1.72,-1098.4500000000003,14.04,-1112.4900000000002,-1.7565359477124183
AAL,2010-10-28,2010-12-17,12.02,10.08,8,-16.1,-1.61,-1114.5500000000002,14.04,-1128.5900000000001,-1.6742928452579038
AAL,2010-11-03,2010-12-27,11.93,9.82,8,-17.64,-1.76,-1132.1900000000003,14.04,-1146.2300000000002,-1.848281642917016
AAL,2010-10-29,2010-12-27,11.81,9.81,8,-16.93,-1.69,-1149.1200000000003,14.04,-1163.1600000000003,-1.791913632514818
AAL,2010-11-02,2011-01-20,11.75,9.68,8,-17.62,-1.76,-1166.7400000000002,14.04,-1180.7800000000002,-1.874468085106383
AAL,2010-10-27,2011-01-20,11.66,9.79,8,-16.04,-1.6,-1182.7800000000002,14.04,-1196.8200000000002,-1.7195540308747856
AAL,2010-10-26,2011-02-02,11.47,9.66,8,-15.78,-1.58,-1198.5600000000002,14.04,-1212.6000000000001,-1.7197035745422842
AAL,2010-12-01,2011-02-04,11.34,9.27,8,-18.25,-1.83,-1216.8100000000002,14.04,-1230.8500000000001,-2.01168430335097
AAL,2010-11-24,2011-02-04,11.22,9.22,8,-17.85,-1.78,-1234.66,14.04,-1248.7,-1.9886363636363635
AAL,2010-12-07,2011-02-04,11.31,9.35,8,-17.33,-1.73,-1251.99,14.04,-1266.03,-1.9153404067197168
AAL,2010-11-05,2011-02-04,11.6,9.38,8,-19.16,-1.92,-1271.15,14.04,-1285.19,-2.064655172413793
AAL,2010-10-21,2011-02-04,10.94,9.29,9,-15.04,-1.5,-1286.19,14.04,-1300.23,-1.5275238675604306
AAL,2010-10-20,2011-02-22,10.5,9.2,9,-12.43,-1.24,-1298.6200000000001,14.04,-1312.66,-1.3153439153439153
AAL,2010-10-19,2011-02-22,9.94,9.2,10,-7.49,-0.75,-1306.1100000000001,14.04,-1320.15,-0.7535211267605635
AAL,2010-11-09,2011-02-22,11.36,9.03,8,-20.51,-2.05,-1326.6200000000001,14.04,-1340.66,-2.256822183098592
AAL,2010-10-22,2011-02-22,10.77,9.06,9,-15.85,-1.59,-1342.47,14.04,-1356.51,-1.6352006602702982
AAL,2010-12-09,2011-02-22,11.05,9.02,9,-18.35,-1.83,-1360.82,14.04,-1374.86,-1.8451483157365507
AAL,2010-08-10,2011-02-22,9.54,9.2,10,-3.62,-0.36,-1364.4399999999998,14.04,-1378.4799999999998,-0.379454926624738
AAL,2010-11-30,2011-02-22,11.18,9.09,8,-18.65,-1.86,-1383.09,14.04,-1397.1299999999999,-2.0851967799642215
AAL,2010-08-05,2011-02-22,10.01,9.2,9,-8.14,-0.81,-1391.23,14.04,-1405.27,-0.9035409035409036
AAL,2010-12-02,2011-02-22,11.25,9.18,8,-18.4,-1.84,-1409.63,14.04,-1423.67,-2.0444444444444443
AAL,2010-12-17,2011-02-23,10.16,8.67,9,-14.67,-1.47,-1424.3000000000002,14.04,-1438.3400000000001,-1.6043307086614174
AAL,2010-12-16,2011-02-23,10.18,8.67,9,-14.83,-1.48,-1439.13,14.04,-1453.17,-1.6186422178563633
AAL,2010-12-15,2011-02-23,10.63,8.56,9,-19.47,-1.95,-1458.6000000000001,14.04,-1472.64,-2.0351207275007837
AAL,2010-12-10,2011-02-23,10.95,8.95,9,-18.24,-1.82,-1476.8400000000001,14.04,-1490.88,-1.8508371385083715
AAL,2010-12-08,2011-02-23,10.62,8.61,9,-18.88,-1.89,-1495.7200000000003,14.04,-1509.7600000000002,-1.9753086419753085
AAL,2010-12-03,2011-02-23,11.08,8.99,9,-18.89,-1.89,-1514.6100000000004,14.04,-1528.6500000000003,-1.8943040513437623
AAL,2010-12-14,2011-02-23,10.56,8.51,9,-19.44,-1.94,-1534.0500000000004,14.04,-1548.0900000000004,-2.0454545454545454
AAL,2010-11-19,2011-02-23,10.98,8.79,9,-19.95,-1.99,-1554.0000000000005,14.04,-1568.0400000000004,-2.0188221007893135
AAL,2010-11-18,2011-02-23,10.82,8.64,9,-20.19,-2.02,-1574.1900000000005,14.04,-1588.2300000000005,-2.0733210104744297
AAL,2010-11-17,2011-02-23,10.75,8.38,9,-22.07,-2.21,-1596.2600000000004,14.04,-1610.3000000000004,-2.2811369509043926
AAL,2010-11-16,2011-02-23,10.62,8.26,9,-22.18,-2.22,-1618.4400000000005,14.04,-1632.4800000000005,-2.3205691567273488
AAL,2010-11-12,2011-02-23,10.67,8.3,9,-22.24,-2.22,-1640.6800000000005,14.04,-1654.7200000000005,-2.3159429344996356
AAL,2010-11-11,2011-02-23,10.68,8.36,9,-21.75,-2.17,-1662.4300000000005,14.04,-1676.4700000000005,-2.262796504369538
AAL,2010-11-10,2011-02-23,11.02,8.72,9,-20.89,-2.09,-1683.3200000000006,14.04,-1697.3600000000006,-2.1062714256906636
AAL,2010-11-23,2011-02-23,11.04,8.99,9,-18.59,-1.86,-1701.9100000000005,14.04,-1715.9500000000005,-1.8709742351046699
AAL,2011-05-20,2011-06-09,10.25,8.15,9,-20.51,-2.05,-1722.4200000000005,14.04,-1736.4600000000005,-2.2233062330623308
AAL,2011-05-24,2011-06-15,10.1,8.0,9,-20.77,-2.08,-1743.1900000000005,14.04,-1757.2300000000005,-2.284928492849285
AAL,2011-05-19,2011-07-14,9.78,7.76,10,-20.6,-2.06,-1763.7900000000004,14.04,-1777.8300000000004,-2.1063394683026586
AAL,2011-05-17,2011-07-14,9.86,7.85,10,-20.36,-2.04,-1784.1500000000003,14.04,-1798.1900000000003,-2.0649087221095335
AAL,2011-05-18,2011-07-14,9.76,7.77,10,-20.41,-2.04,-1804.5600000000004,14.04,-1818.6000000000004,-2.091188524590164
AAL,2011-05-25,2011-07-15,9.68,7.62,10,-21.28,-2.13,-1825.8400000000004,14.04,-1839.8800000000003,-2.1983471074380168
AAL,2011-05-26,2011-07-18,9.38,7.2,10,-23.29,-2.33,-1849.1300000000003,14.04,-1863.1700000000003,-2.4829424307036243
AAL,2011-05-27,2011-07-18,9.19,6.98,10,-24.02,-2.4,-1873.1500000000003,14.04,-1887.1900000000003,-2.6137105549510338
AAL,2011-06-01,2011-07-18,9.08,6.97,11,-23.21,-2.32,-1896.3600000000004,14.04,-1910.4000000000003,-2.323788546255507
AAL,2011-06-02,2011-07-18,9.04,6.99,11,-22.68,-2.27,-1919.0400000000004,14.04,-1933.0800000000004,-2.280772325020113
AAL,2012-02-02,2012-02-23,8.97,7.43,11,-17.14,-1.71,-1936.1800000000005,14.04,-1950.2200000000005,-1.7371034762339108
AAL,2012-01-27,2012-02-23,7.8,7.43,12,-4.71,-0.47,-1940.8900000000006,14.04,-1954.9300000000005,-0.5032051282051282
AAL,2012-01-31,2012-02-23,8.46,7.43,11,-12.15,-1.21,-1953.0400000000006,14.04,-1967.0800000000006,-1.3056092843326885
AAL,2012-02-01,2012-02-23,8.47,7.43,11,-12.25,-1.22,-1965.2900000000006,14.04,-1979.3300000000006,-1.314800901577761
AAL,2012-02-03,2012-02-24,9.35,7.14,10,-23.69,-2.37,-1988.9800000000007,14.04,-2003.0200000000007,-2.533689839572193
AAL,2012-02-15,2012-02-27,9.05,6.92,11,-23.59,-2.36,-2012.5700000000006,14.04,-2026.6100000000006,-2.3696634856855847
AAL,2012-02-16,2012-02-27,8.85,6.92,11,-21.86,-2.19,-2034.4300000000005,14.04,-2048.4700000000007,-2.2455059065228555
AAL,2012-02-14,2012-02-27,9.08,6.92,11,-23.84,-2.38,-2058.2700000000004,14.04,-2072.3100000000004,-2.3868642370845015
AAL,2012-02-07,2012-02-27,9.16,6.94,10,-24.18,-2.42,-2082.4500000000003,14.04,-2096.4900000000002,-2.6397379912663754
AAL,2012-02-09,2012-02-27,9.15,6.94,10,-24.18,-2.42,-2106.63,14.04,-2120.67,-2.642622950819672
AAL,2012-02-08,2012-02-27,9.24,6.94,10,-24.92,-2.49,-2131.55,14.04,-2145.59,-2.6969696969696972
AAL,2012-02-10,2012-02-27,8.84,6.94,11,-21.52,-2.15,-2153.07,14.04,-2167.11,-2.2130810366104483
AAL,2012-02-17,2012-03-08,9.12,6.84,10,-25.0,-2.5,-2178.07,14.04,-2192.11,-2.741228070175439
AAL,2012-04-25,2012-07-26,9.63,10.88,10,13.01,1.3,-2165.06,14.04,-2179.1,1.3509865005192108
AAL,2012-04-26,2012-07-26,9.53,10.88,10,14.19,1.42,-2150.87,14.04,-2164.91,1.4889821615949632
AAL,2012-04-27,2012-07-26,9.84,10.88,10,10.59,1.06,-2140.2799999999997,14.04,-2154.3199999999997,1.076219512195122
AAL,2012-05-01,2012-07-26,10.28,10.88,9,5.86,0.59,-2134.4199999999996,14.04,-2148.4599999999996,0.6333765672287074
AAL,2012-05-02,2012-07-26,10.15,10.88,9,7.22,0.72,-2127.2,14.04,-2141.24,0.7903667214012041
AAL,2012-05-03,2012-07-26,10.35,10.88,9,5.14,0.51,-2122.06,14.04,-2136.1,0.5517981749865808
AAL,2012-05-09,2012-07-26,10.9,10.88,9,-0.16,-0.02,-2122.22,14.04,-2136.2599999999998,-0.016309887869520895
AAL,2012-04-24,2012-07-26,9.06,10.88,11,20.12,2.01,-2102.1,14.04,-2116.14,2.018864138069436
AAL,2012-05-10,2012-07-26,10.92,10.88,9,-0.34,-0.03,-2102.44,14.04,-2116.48,-0.0345950345950346
AAL,2012-05-11,2012-07-26,10.82,10.88,9,0.58,0.06,-2101.86,14.04,-2115.9,0.05956048469911685
