symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_%,cumulative_pnl,cum_max,drawdown,r_multiple
ADBE,1996-04-26,1996-06-06,42.45,34.99,2,-17.59,-1.76,-161.72,-14.19,-147.53,-2.071849234393404
ADSK,1996-02-27,1996-06-14,37.0,33.19,2,-10.3,-1.03,-172.02,-14.19,-157.83,-1.3918918918918919
AAPL,1996-05-14,1996-06-18,27.75,23.21,3,-16.37,-1.64,-188.39000000000001,-14.19,-174.20000000000002,-1.9663663663663666
ACIW,1996-06-27,1996-07-02,62.0,53.16,1,-14.26,-1.43,-202.65,-14.19,-188.46,-2.3
ADI,1996-03-05,1996-07-10,24.5,22.41,4,-8.55,-0.85,-211.20000000000002,-14.19,-197.01000000000002,-0.8724489795918368
AAPL,1996-06-19,1996-07-11,23.13,18.35,4,-20.64,-2.06,-231.84000000000003,-14.19,-217.65000000000003,-2.2308690012970174
ACIW,1996-07-03,1996-07-15,37.5,28.59,2,-23.75,-2.38,-255.59000000000003,-14.19,-241.40000000000003,-3.1666666666666665
AAPL,1996-08-20,1996-12-31,23.88,20.82,4,-12.83,-1.28,-268.42,-14.19,-254.23000000000002,-1.343174204355109
ADI,1996-08-30,1997-01-07,24.62,27.38,4,11.17,1.12,-257.25,-14.19,-243.06,1.1342404549147034
ADI,1997-01-08,1997-02-19,27.62,21.94,3,-20.59,-2.06,-277.84,-14.19,-263.65,-2.4849143132995417
ADBE,1996-06-07,1997-03-10,33.81,32.67,2,-3.38,-0.34,-281.21999999999997,-14.19,-267.03,-0.49985211475894703
ADBE,1997-04-23,1997-06-19,39.24,36.28,2,-7.55,-0.75,-288.77,-14.19,-274.58,-0.9620285423037715
AAPL,1997-03-25,1997-06-26,16.62,14.91,6,-10.29,-1.03,-299.06,-14.19,-284.87,-1.0318892900120336
AAPL,1997-08-07,1997-08-12,28.75,22.46,3,-21.89,-2.19,-320.95,-14.19,-306.76,-2.537971014492754
AAPL,1997-08-13,1997-10-20,22.25,18.84,4,-15.34,-1.53,-336.28999999999996,-14.19,-322.09999999999997,-1.7235955056179775
ADI,1997-04-24,1997-10-27,24.75,27.52,4,11.17,1.12,-325.11999999999995,-14.19,-310.92999999999995,1.1282828282828283
ADSK,1996-09-20,1997-10-27,25.25,38.34,3,51.86,5.19,-273.25999999999993,-14.19,-259.06999999999994,6.846204620462046
ADTN,1997-08-26,1997-10-28,40.88,34.12,2,-16.51,-1.65,-289.7699999999999,-14.19,-275.5799999999999,-2.019324853228963
ADBE,1997-06-20,1997-12-11,35.97,39.73,2,10.45,1.04,-279.31999999999994,-14.19,-265.12999999999994,1.4525993883792048
ADI,1998-02-13,1998-05-20,28.75,29.72,3,3.37,0.34,-275.94999999999993,-14.19,-261.75999999999993,0.39072463768115945
ADBE,1998-02-04,1998-06-01,38.0,38.91,2,2.39,0.24,-273.55999999999995,-14.19,-259.36999999999995,0.3144736842105263
ADSK,1997-11-04,1998-06-24,38.0,37.55,2,-1.19,-0.12,-274.74999999999994,-14.19,-260.55999999999995,-0.15657894736842104
ADI,1998-05-21,1998-08-04,28.12,21.14,3,-24.83,-2.48,-299.5799999999999,-14.19,-285.38999999999993,-2.943338074917022
AAPL,1998-01-27,1998-08-31,19.19,32.81,5,71.02,7.1,-228.55999999999995,-14.19,-214.36999999999995,7.401771756122979
ADSK,1998-10-30,1998-11-18,32.0,28.59,3,-10.64,-1.06,-239.19999999999993,-14.19,-225.00999999999993,-1.1083333333333334
ADP,1996-01-03,1999-01-04,36.87,63.23,2,71.48,7.15,-167.7199999999999,-14.19,-153.52999999999992,9.693517765120696
ADI,1998-12-03,1999-02-25,25.75,27.94,3,8.5,0.85,-159.2199999999999,-14.19,-145.02999999999992,1.1003236245954693
AAPL,1998-11-13,1999-02-26,34.93,35.48,2,1.57,0.16,-157.64999999999992,-14.19,-143.45999999999992,0.22473518465502432
ADBE,1998-10-23,1999-03-01,36.25,38.25,2,5.52,0.55,-152.1299999999999,-14.19,-137.9399999999999,0.7613793103448275
ADSK,1998-11-19,1999-04-01,30.75,37.08,3,20.58,2.06,-131.5499999999999,-14.19,-117.3599999999999,2.2308943089430895
ACIW,1999-07-08,1999-07-23,39.31,33.42,2,-14.98,-1.5,-146.5299999999999,-14.19,-132.3399999999999,-1.90536759094378
ACIW,1999-07-27,1999-09-22,31.38,24.58,3,-21.66,-2.17,-168.18999999999988,-14.19,-153.9999999999999,-2.3008285532186106
ADSK,1999-07-13,1999-09-24,28.06,21.77,3,-22.41,-2.24,-190.59999999999988,-14.19,-176.40999999999988,-2.6621525302922313
AAPL,1999-04-27,1999-09-28,43.0,60.09,2,39.76,3.98,-150.8399999999999,-14.19,-136.6499999999999,4.623255813953488
ADBE,1999-03-26,1999-10-27,55.5,98.44,1,77.36,7.74,-73.47999999999989,-14.19,-59.28999999999989,13.938738738738738
ACIW,1999-11-09,1999-12-15,34.5,22.44,2,-34.96,-3.5,-108.43999999999988,-14.19,-94.24999999999989,-5.066666666666666
ADBE,1999-10-29,2000-01-05,68.5,59.25,1,-13.5,-1.35,-121.93999999999988,-14.19,-107.74999999999989,-1.970802919708029
AAPL,1999-10-12,2000-01-12,67.87,88.5,1,30.4,3.04,-91.53999999999988,-14.19,-77.34999999999988,4.479151318697509
ACIW,1999-12-16,2000-01-26,27.38,22.41,3,-18.15,-1.82,-109.68999999999988,-14.19,-95.49999999999989,-2.209642074506939
ADP,1999-03-17,2000-02-22,39.5,41.11,2,4.07,0.41,-105.61999999999989,-14.19,-91.4299999999999,0.5151898734177215
ADBE,2000-02-10,2000-03-08,86.56,79.97,1,-7.62,-0.76,-113.2399999999999,-14.19,-99.0499999999999,-0.8803142329020333
ADI,1999-02-26,2000-03-15,26.88,139.12,3,417.67,41.77,304.4300000000001,304.4300000000001,0.0,51.79439484126984
ACIW,2000-03-07,2000-03-15,40.75,30.56,2,-25.0,-2.5,279.4300000000001,304.4300000000001,-25.0,-3.067484662576687
ADTN,2000-02-01,2000-03-27,65.0,60.38,1,-7.12,-0.71,272.3100000000001,304.4300000000001,-32.120000000000005,-1.0953846153846154
ADI,2000-03-17,2000-03-30,75.0,71.02,1,-4.98,-0.5,267.3300000000001,304.4300000000001,-37.10000000000002,-0.664
ADSK,1999-11-30,2000-03-31,28.5,42.05,3,47.53,4.75,314.8600000000001,314.8600000000001,0.0,5.5590643274853795
ACIW,2000-03-17,2000-04-10,31.78,25.55,3,-19.62,-1.96,295.2400000000001,314.8600000000001,-19.620000000000005,-2.0578980490874765
ADI,2000-03-31,2000-04-12,79.12,61.59,1,-22.16,-2.22,273.0800000000001,314.8600000000001,-41.78000000000003,-2.8008088978766428
AAPL,2000-01-13,2000-04-12,94.48,112.78,1,19.36,1.94,292.4400000000001,314.8600000000001,-22.420000000000016,2.0491109229466553
ADSK,2000-04-04,2000-04-17,44.12,35.72,2,-19.05,-1.91,273.3900000000001,314.8600000000001,-41.47000000000003,-2.1588848594741616
ACIW,2000-04-11,2000-04-26,25.41,13.12,3,-48.35,-4.84,225.0400000000001,314.8600000000001,-89.82000000000002,-6.342647251738161
AAPL,2000-04-13,2000-05-19,111.5,97.68,0,-12.39,-1.24,212.6500000000001,314.8600000000001,-102.21000000000004,-inf
ADI,2000-06-08,2000-06-29,90.0,75.0,1,-16.67,-1.67,195.98000000000008,314.8600000000001,-118.88000000000005,-1.8522222222222224
ADSK,2000-04-19,2000-07-11,38.97,31.5,2,-19.17,-1.92,176.81000000000006,314.8600000000001,-138.05000000000007,-2.4595842956120095
ADI,2000-06-30,2000-07-27,78.69,66.38,1,-15.65,-1.56,161.16000000000005,314.8600000000001,-153.70000000000007,-1.9888168763502352
ADBE,2000-03-10,2000-07-28,79.5,107.48,1,35.2,3.52,196.36000000000007,314.8600000000001,-118.50000000000006,4.427672955974843
ADTN,2000-07-27,2000-09-13,65.19,48.89,1,-25.0,-2.5,171.36000000000007,314.8600000000001,-143.50000000000006,-3.8349440098174568
AAPL,2000-09-08,2000-09-27,61.62,49.43,1,-19.78,-1.98,151.58000000000007,314.8600000000001,-163.28000000000006,-3.2099967543005525
ADSK,2000-09-12,2000-10-04,28.5,23.22,3,-18.53,-1.85,133.05000000000007,314.8600000000001,-181.81000000000006,-2.167251461988304
ADI,2000-09-01,2000-10-09,100.62,76.84,0,-23.63,-2.36,109.42000000000007,314.8600000000001,-205.44000000000005,-inf
ADBE,2000-08-08,2000-10-17,121.62,127.64,0,4.95,0.49,114.37000000000008,314.8600000000001,-200.49000000000007,inf
ADP,2000-03-31,2001-03-15,47.44,51.98,2,9.59,0.96,123.96000000000008,314.8600000000001,-190.90000000000003,1.0107504215851602
ADSK,2001-01-31,2001-03-19,37.19,30.28,2,-18.57,-1.86,105.39000000000007,314.8600000000001,-209.47000000000006,-2.4966388814197367
AAPL,2001-01-31,2001-05-30,21.5,20.34,4,-5.39,-0.54,100.00000000000007,314.8600000000001,-214.86000000000007,-0.6267441860465116
ADI,2001-05-17,2001-06-14,47.25,39.97,2,-15.4,-1.54,84.60000000000007,314.8600000000001,-230.26000000000005,-1.6296296296296295
AAPL,2001-06-01,2001-07-24,20.13,18.92,4,-6.04,-0.6,78.56000000000006,314.8600000000001,-236.30000000000007,-0.7501241927471436
ADP,2001-05-22,2001-08-02,56.75,48.81,1,-14.0,-1.4,64.56000000000006,314.8600000000001,-250.30000000000007,-2.4669603524229076
ADBE,2001-05-02,2001-08-07,44.25,36.1,2,-18.42,-1.84,46.14000000000006,314.8600000000001,-268.7200000000001,-2.0813559322033903
AAPL,2001-08-02,2001-09-21,19.65,14.93,5,-24.04,-2.4,22.10000000000006,314.8600000000001,-292.76000000000005,-2.446819338422392
ADSK,2001-05-17,2001-09-27,37.54,28.83,2,-23.21,-2.32,-1.1099999999999426,314.8600000000001,-315.9700000000001,-3.0913692061800746
ADI,2001-11-14,2002-02-22,47.42,36.63,2,-22.75,-2.28,-23.859999999999943,314.8600000000001,-338.7200000000001,-2.3987768873892867
ADP,2001-11-14,2002-04-18,56.4,50.62,1,-10.26,-1.03,-34.11999999999994,314.8600000000001,-348.9800000000001,-1.819148936170213
ADSK,2001-11-14,2002-04-19,36.25,29.23,2,-19.37,-1.94,-53.48999999999994,314.8600000000001,-368.3500000000001,-2.671724137931035
ADI,2002-03-27,2002-05-03,44.15,34.79,2,-21.21,-2.12,-74.69999999999993,314.8600000000001,-389.56000000000006,-2.4020385050962627
AAPL,2001-11-14,2002-06-13,19.59,19.63,5,0.19,0.02,-74.50999999999993,314.8600000000001,-389.37000000000006,0.01939765186319551
ADBE,2001-11-14,2002-06-14,31.17,32.49,3,4.23,0.42,-70.27999999999993,314.8600000000001,-385.14000000000004,0.4523580365736285
ADI,2002-11-05,2002-12-19,30.72,24.45,3,-20.41,-2.04,-90.68999999999993,314.8600000000001,-405.55000000000007,-2.214626736111111
ADP,2002-11-05,2003-01-24,44.71,34.91,2,-21.92,-2.19,-112.60999999999993,314.8600000000001,-427.47,-2.451353164840081
ADTN,2003-01-16,2003-01-27,40.2,33.04,2,-17.82,-1.78,-130.42999999999992,314.8600000000001,-445.2900000000001,-2.216417910447761
AAPL,2002-11-05,2003-04-11,16.75,13.35,5,-20.29,-2.03,-150.7199999999999,314.8600000000001,-465.58000000000004,-2.422686567164179
ADTN,2003-04-09,2003-08-05,37.29,46.61,2,25.0,2.5,-125.71999999999991,314.8600000000001,-440.58000000000004,3.352105122016627
ADTN,2003-09-09,2003-12-16,68.58,55.75,1,-18.71,-1.87,-144.42999999999992,314.8600000000001,-459.2900000000001,-2.7282006415864686
ADBE,2002-11-05,2004-03-11,25.99,34.79,3,33.84,3.38,-110.58999999999992,314.8600000000001,-425.45000000000005,4.34013081954598
ADI,2002-12-24,2004-07-23,25.5,39.28,3,54.03,5.4,-56.55999999999992,314.8600000000001,-371.4200000000001,7.0627450980392155
ADSK,2002-11-26,2004-12-21,14.69,54.36,6,270.04,27.0,213.4800000000001,314.8600000000001,-101.38000000000002,30.637621965055594
ADSK,2004-12-22,2005-01-24,38.45,29.24,2,-23.97,-2.4,189.5100000000001,314.8600000000001,-125.35000000000002,-3.1170351105331595
AAPL,2003-05-13,2005-02-28,18.43,68.16,5,269.85,26.98,459.3600000000001,459.3600000000001,0.0,29.283776451437877
ADI,2004-10-05,2005-04-15,40.02,33.32,2,-16.74,-1.67,442.6200000000001,459.3600000000001,-16.74000000000001,-2.091454272863568
ADEA,2004-10-07,2005-04-22,42.36,56.97,2,34.48,3.45,477.10000000000014,477.10000000000014,0.0,4.069877242681774
AAPL,2005-03-01,2005-05-11,44.99,33.74,2,-25.0,-2.5,452.10000000000014,477.10000000000014,-25.0,-2.778395198933096
ADBE,2004-04-07,2005-05-24,41.06,35.43,2,-13.71,-1.37,438.39000000000016,477.10000000000014,-38.70999999999998,-1.6695080370189967
ADEA,2005-06-24,2005-09-23,57.4,47.74,1,-16.82,-1.68,421.57000000000016,477.10000000000014,-55.52999999999997,-2.9303135888501743
ADI,2005-06-01,2005-10-10,37.08,33.12,2,-10.67,-1.07,410.90000000000015,477.10000000000014,-66.19999999999999,-1.4387810140237325
ADSK,2005-05-19,2006-02-03,36.39,36.2,2,-0.52,-0.05,410.38000000000017,477.10000000000014,-66.71999999999997,-0.07144820005496016
AAPL,2005-06-17,2006-02-09,38.47,64.8,2,68.45,6.84,478.83000000000015,478.83000000000015,0.0,8.89654276059267
ADBE,2005-10-04,2006-05-18,29.81,30.64,3,2.78,0.28,481.6100000000001,481.6100000000001,0.0,0.3108576540310858
ADI,2005-11-22,2006-05-24,37.33,32.88,2,-11.91,-1.19,469.7000000000001,481.6100000000001,-11.910000000000025,-1.5952317171176
ADEA,2006-01-24,2006-06-07,50.88,43.86,1,-13.8,-1.38,455.9000000000001,481.6100000000001,-25.710000000000036,-2.7122641509433962
ADSK,2006-04-04,2006-06-27,37.38,32.92,2,-11.94,-1.19,443.9600000000001,481.6100000000001,-37.650000000000034,-1.5971107544141252
AAPL,2006-02-10,2006-07-07,65.18,55.35,1,-15.08,-1.51,428.8800000000001,481.6100000000001,-52.73000000000002,-2.3135931267259893
AAL,2006-04-18,2006-08-08,37.1,42.31,2,14.04,1.4,442.92000000000013,481.6100000000001,-38.69,1.8921832884097034
AAL,2006-10-03,2007-03-13,46.6,47.45,2,1.83,0.18,444.7500000000001,481.6100000000001,-36.860000000000014,0.1963519313304721
ADEA,2006-08-03,2007-08-03,54.9,57.16,1,4.1,0.41,448.85000000000014,481.6100000000001,-32.75999999999999,0.7468123861566484
ACIW,2007-05-02,2007-08-10,31.54,28.46,3,-9.77,-0.98,439.08000000000015,481.6100000000001,-42.52999999999997,-1.0325512576622278
AAL,2007-07-25,2007-08-15,35.26,27.65,2,-21.59,-2.16,417.4900000000002,481.6100000000001,-64.11999999999995,-3.061542824730573
AAPL,2006-08-16,2007-08-16,67.1,111.69,1,66.46,6.65,483.95000000000016,483.95000000000016,0.0,9.904619970193739
ADI,2006-09-29,2007-11-26,29.59,30.83,3,4.17,0.42,488.1200000000002,488.1200000000002,0.0,0.4697532950321054
ADBE,2006-08-16,2008-01-17,34.0,36.35,2,6.92,0.69,495.0400000000002,495.0400000000002,0.0,1.0176470588235293
AAPL,2007-09-25,2008-01-22,146.84,152.22,0,3.66,0.37,498.7000000000002,498.7000000000002,0.0,inf
ADP,2003-04-25,2008-01-22,33.7,38.62,2,14.61,1.46,513.3100000000002,513.3100000000002,0.0,2.167655786350148
ADSK,2006-08-29,2008-02-07,33.68,38.49,2,14.28,1.43,527.5900000000001,527.5900000000001,0.0,2.1199524940617573
ADEA,2007-10-03,2008-02-26,62.62,52.96,1,-15.43,-1.54,512.1600000000002,527.5900000000001,-15.42999999999995,-2.4640689875439157
ADEA,2008-05-02,2008-06-27,34.96,26.43,2,-24.4,-2.44,487.7600000000002,527.5900000000001,-39.82999999999993,-3.489702517162471
ADSK,2008-05-01,2008-07-31,37.75,31.7,2,-16.03,-1.6,471.73000000000025,527.5900000000001,-55.8599999999999,-2.12317880794702
ADI,2008-04-22,2008-09-02,32.39,27.69,3,-14.51,-1.45,457.22000000000025,527.5900000000001,-70.36999999999989,-1.493259236389832
AAPL,2008-04-22,2008-09-15,167.4,141.07,0,-15.73,-1.57,441.49000000000024,527.5900000000001,-86.09999999999991,-inf
ADBE,2008-04-22,2008-10-03,36.73,34.83,2,-5.17,-0.52,436.3200000000002,527.5900000000001,-91.26999999999992,-0.7037843724475906
ADP,2008-04-22,2008-10-06,43.41,39.71,2,-8.52,-0.85,427.80000000000024,527.5900000000001,-99.7899999999999,-0.9813407049067034
ACGL,2003-04-03,2008-10-09,34.52,60.35,2,74.83,7.48,502.6300000000002,527.5900000000001,-24.959999999999923,10.838644264194668
ADSK,2009-04-15,2009-07-08,18.38,17.14,5,-6.76,-0.68,495.87000000000023,527.5900000000001,-31.719999999999914,-0.735582154515778
AAL,2009-09-18,2009-10-01,5.12,4.2,19,-17.97,-1.8,477.9000000000002,527.5900000000001,-49.68999999999994,-1.8472450657894732
ADEA,2009-05-21,2009-10-30,33.24,39.6,3,19.15,1.91,497.0500000000002,527.5900000000001,-30.539999999999964,1.9203770557561168
ADEA,2009-11-03,2010-01-07,34.24,33.32,2,-2.67,-0.27,494.38000000000017,527.5900000000001,-33.20999999999998,-0.3898948598130841
AAPL,2009-04-03,2010-05-06,114.19,204.34,0,78.95,7.9,573.3300000000002,573.3300000000002,0.0,inf
ADP,2009-04-17,2010-05-06,36.81,31.72,2,-13.83,-1.38,559.5000000000001,573.3300000000002,-13.830000000000041,-1.8785656071719639
AAL,2009-12-23,2010-05-06,5.13,6.13,19,19.44,1.94,578.9400000000002,578.9400000000002,0.0,1.994459833795014
ADEA,2010-01-08,2010-05-21,32.98,28.49,3,-13.61,-1.36,565.3300000000002,578.9400000000002,-13.610000000000014,-1.3755811602991714
ADSK,2009-07-09,2010-06-08,17.0,26.38,5,55.21,5.52,620.5400000000002,620.5400000000002,0.0,6.495294117647059
ADBE,2009-04-07,2010-06-29,23.61,28.65,4,21.35,2.13,641.8900000000002,641.8900000000002,0.0,2.2606946209233376
ADBE,2010-09-10,2010-09-22,32.56,28.36,3,-12.89,-1.29,629.0000000000002,641.8900000000002,-12.889999999999986,-1.3196150696150697
AAXJ,2011-01-27,2011-02-22,62.99,59.41,1,-5.68,-0.57,623.3200000000003,641.8900000000002,-18.569999999999936,-0.9017304334021273
AAL,2010-08-05,2011-02-22,10.01,9.2,9,-8.14,-0.81,615.1800000000003,641.8900000000002,-26.709999999999923,-0.9035409035409036
ACGL,2009-04-17,2011-05-12,56.78,43.99,1,-22.53,-2.25,592.6500000000003,641.8900000000002,-49.239999999999895,-3.9679464600211345
AAL,2011-05-17,2011-07-14,9.86,7.85,10,-20.36,-2.04,572.2900000000003,641.8900000000002,-69.59999999999991,-2.0649087221095335
ADTN,2010-10-14,2011-07-14,33.22,35.78,3,7.69,0.77,579.9800000000004,641.8900000000002,-61.909999999999854,0.7716235199678909
ADSK,2010-08-10,2011-07-28,28.73,34.61,3,20.48,2.05,600.4600000000004,641.8900000000002,-41.429999999999836,2.376145724562014
ADBE,2010-09-23,2011-08-03,26.58,26.99,3,1.55,0.16,602.0100000000003,641.8900000000002,-39.87999999999988,0.1943817406571357
ADI,2009-04-15,2011-08-04,20.48,32.46,4,58.5,5.85,660.5100000000003,660.5100000000003,0.0,7.14111328125
AAL,2012-01-27,2012-02-23,7.8,7.43,12,-4.71,-0.47,655.8000000000003,660.5100000000003,-4.710000000000036,-0.5032051282051282
ADEA,2011-12-08,2012-03-06,26.48,25.26,3,-4.59,-0.46,651.2100000000003,660.5100000000003,-9.300000000000068,-0.5777945619335347
ADSK,2011-10-25,2012-05-18,32.95,32.02,3,-2.83,-0.28,648.3800000000002,660.5100000000003,-12.13000000000011,-0.2862923621648963
ADTN,2012-03-20,2012-07-11,31.26,25.52,3,-18.37,-1.84,630.0100000000002,660.5100000000003,-30.500000000000114,-1.9588398379185328
AAL,2012-02-24,2012-07-26,7.22,10.88,13,50.73,5.07,680.7400000000002,680.7400000000002,0.0,5.404858299595141
AAPL,2010-05-11,2012-11-15,251.84,528.8,0,109.98,11.0,790.7200000000003,790.7200000000003,0.0,inf
ACAD,2013-04-12,2013-10-09,12.74,22.3,7,75.02,7.5,865.7400000000002,865.7400000000002,0.0,8.412200044853105
ACAD,2013-10-11,2014-03-24,22.98,24.0,4,4.44,0.44,870.1800000000003,870.1800000000003,0.0,0.4830287206266319
ACAD,2014-03-25,2014-04-11,24.41,19.12,4,-21.65,-2.17,848.5300000000003,870.1800000000003,-21.649999999999977,-2.217328963539533
AAPL,2014-04-16,2014-06-09,518.05,483.18,0,-6.73,-0.67,841.8000000000003,870.1800000000003,-28.379999999999995,-inf
ACIW,2012-02-16,2014-07-11,35.06,28.02,2,-20.09,-2.01,821.7100000000003,870.1800000000003,-48.47000000000003,-2.865088419851683
AAL,2012-07-27,2014-10-02,11.34,33.66,8,196.83,19.68,1018.5400000000003,1018.5400000000003,0.0,21.69642857142857
ABUS,2014-10-07,2014-10-20,25.02,18.77,3,-25.0,-2.5,993.5400000000003,1018.5400000000003,-25.0,-3.3306687982946976
ABUS,2014-10-29,2014-12-02,18.2,13.65,5,-25.0,-2.5,968.5400000000003,1018.5400000000003,-50.0,-2.7472527472527473
AAL,2014-12-03,2015-05-22,47.74,42.15,2,-11.71,-1.17,956.8300000000003,1018.5400000000003,-61.710000000000036,-1.2264348554671136
AAXJ,2011-11-10,2015-08-21,52.44,52.46,1,0.03,0.0,956.8600000000002,1018.5400000000003,-61.680000000000064,0.005720823798627002
ADEA,2014-08-05,2015-08-21,42.87,53.81,2,25.51,2.55,982.3700000000002,1018.5400000000003,-36.17000000000007,2.9752740844413346
ACHC,2015-07-14,2015-08-24,80.0,68.53,1,-14.34,-1.43,968.0300000000002,1018.5400000000003,-50.510000000000105,-1.7925
AAPL,2014-06-10,2015-08-24,94.73,100.9,0,3.43,0.34,971.4600000000002,1018.5400000000003,-47.080000000000155,inf
ADI,2011-10-25,2015-08-24,35.68,51.73,2,44.98,4.5,1016.4400000000002,1018.5400000000003,-2.1000000000001364,6.303251121076233
ADSK,2012-07-27,2015-08-24,33.91,48.75,2,43.76,4.38,1060.2000000000003,1060.2000000000003,0.0,6.452373930993808
ADP,2010-05-11,2015-08-24,42.37,67.67,2,59.72,5.97,1119.9200000000003,1119.9200000000003,0.0,7.047439225867358
ADEA,2015-11-05,2015-11-16,60.5,53.22,1,-12.03,-1.2,1107.8900000000003,1119.9200000000003,-12.029999999999973,-1.9884297520661156
AAXJ,2015-10-23,2015-12-08,58.77,54.22,1,-7.74,-0.77,1100.1500000000003,1119.9200000000003,-19.769999999999982,-1.3169984686064318
ADP,2015-10-23,2015-12-11,90.0,83.23,1,-7.52,-0.75,1092.6300000000003,1119.9200000000003,-27.289999999999964,-0.8355555555555555
AAPL,2015-10-27,2016-01-04,115.4,102.38,0,-11.28,-1.13,1081.3500000000004,1119.9200000000003,-38.569999999999936,-inf
ADI,2015-10-23,2016-01-04,64.04,54.57,1,-14.78,-1.48,1066.5700000000004,1119.9200000000003,-53.34999999999991,-2.307932542161149
ADEA,2015-11-17,2016-01-07,53.9,45.97,1,-14.72,-1.47,1051.8500000000004,1119.9200000000003,-68.06999999999994,-2.730983302411874
AAL,2015-10-23,2016-01-14,46.37,38.94,2,-16.01,-1.6,1035.8400000000004,1119.9200000000003,-84.07999999999993,-1.7263316799654953
ADSK,2015-10-27,2016-01-15,53.44,49.34,1,-7.68,-0.77,1028.1600000000003,1119.9200000000003,-91.75999999999999,-1.4371257485029938
ADBE,2011-10-25,2016-02-08,28.05,72.32,3,157.81,15.78,1185.9700000000003,1185.9700000000003,0.0,18.7534165181224
AAL,2016-03-15,2016-04-22,42.3,37.02,2,-12.47,-1.25,1173.5000000000002,1185.9700000000003,-12.470000000000027,-1.4739952718676121
AAPL,2016-03-16,2016-04-28,104.61,95.23,0,-8.96,-0.9,1164.5400000000002,1185.9700000000003,-21.430000000000064,-inf
ACAD,2016-04-01,2016-06-24,27.87,31.87,3,14.34,1.43,1178.88,1185.9700000000003,-7.0900000000001455,1.7151058485827053
ACAD,2016-06-30,2016-10-04,31.21,28.56,3,-8.49,-0.85,1170.39,1185.9700000000003,-15.580000000000155,-0.9067606536366548
AAXJ,2016-10-05,2016-11-11,60.82,56.53,1,-7.05,-0.71,1163.3400000000001,1185.9700000000003,-22.63000000000011,-1.159158171654061
ADEA,2016-06-01,2017-03-07,52.93,56.57,1,6.86,0.69,1170.2,1185.9700000000003,-15.77000000000021,1.2960513886264882
AAOI,2017-03-08,2017-04-05,54.85,45.14,1,-17.7,-1.77,1152.5,1185.9700000000003,-33.470000000000255,-3.2269826800364627
ACAD,2016-12-07,2017-05-10,27.61,30.62,3,10.91,1.09,1163.41,1185.9700000000003,-22.560000000000173,1.3171556199444647
AAOI,2017-04-06,2017-08-04,44.76,77.56,2,73.27,7.33,1236.68,1236.68,0.0,8.184763181411975
AAOI,2017-08-08,2017-10-13,71.75,53.81,1,-25.0,-2.5,1211.68,1236.68,-25.0,-3.4843205574912894
