symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_%,cumulative_pnl,cum_max,drawdown
SPY,2001-02-22,2002-01-07,126.35,117.7,1,8.65,0.86,-340.44999999999993,-4.78,-335.66999999999996
SPY,2000-12-18,2002-01-07,132.0625,117.7,1,14.36,1.44,-326.0899999999999,-4.78,-321.30999999999995
SPY,2000-11-24,2002-01-07,133.625,117.7,1,15.92,1.59,-310.1699999999999,-4.78,-305.38999999999993
SPY,2000-10-12,2002-01-07,137.2813,117.7,1,19.58,1.96,-290.5899999999999,-4.78,-285.80999999999995
SPY,2000-10-11,2002-01-07,137.625,117.7,1,19.92,1.99,-270.6699999999999,-4.78,-265.88999999999993
SPY,2000-10-10,2002-01-07,140.0938,117.7,1,22.39,2.24,-248.27999999999992,-4.78,-243.49999999999991
SPY,2000-10-09,2002-01-07,141.3125,117.7,1,23.61,2.36,-224.6699999999999,-4.78,-219.8899999999999
SPY,2001-07-11,2002-01-07,118.1,117.7,1,0.4,0.04,-224.2699999999999,-4.78,-219.4899999999999
SPY,2002-02-08,2002-03-04,108.63,114.41,1,-5.78,-0.58,-230.0499999999999,-4.78,-225.2699999999999
SPY,2002-02-07,2002-03-04,108.72,114.5,1,-5.78,-0.58,-235.8299999999999,-4.78,-231.0499999999999
SPY,2002-02-06,2002-03-04,109.65,115.45,1,-5.8,-0.58,-241.6299999999999,-4.78,-236.8499999999999
SPY,2002-01-30,2002-03-04,110.39,115.98,1,-5.59,-0.56,-247.2199999999999,-4.78,-242.4399999999999
SPY,2002-02-05,2002-03-04,109.4,115.19,1,-5.79,-0.58,-253.0099999999999,-4.78,-248.2299999999999
SPY,2002-07-24,2002-07-25,78.13,85.21,2,-14.16,-1.42,-267.1699999999999,-4.78,-262.38999999999993
SPY,2002-07-23,2002-07-29,82.55,89.56,2,-14.02,-1.4,-281.1899999999999,-4.78,-276.4099999999999
SPY,2002-07-22,2002-07-30,84.1,90.98,2,-13.76,-1.38,-294.9499999999999,-4.78,-290.1699999999999
SPY,2002-07-19,2002-08-15,86.76,93.57,2,-13.61,-1.36,-308.5599999999999,-4.78,-303.7799999999999
SPY,2002-10-10,2002-10-15,77.94,85.45,2,-15.02,-1.5,-323.57999999999987,-4.78,-318.7999999999999
SPY,2002-10-08,2002-10-15,79.81,87.28,2,-14.94,-1.49,-338.51999999999987,-4.78,-333.7399999999999
SPY,2002-10-07,2002-10-15,80.06,87.52,2,-14.92,-1.49,-353.4399999999999,-4.78,-348.6599999999999
SPY,2002-07-17,2002-12-03,92.46,93.25,2,-1.58,-0.16,-355.01999999999987,-4.78,-350.2399999999999
SPY,2002-07-15,2002-12-03,91.64,93.25,2,-3.22,-0.32,-358.2399999999999,-4.78,-353.4599999999999
SPY,2002-07-11,2002-12-03,91.76,93.25,2,-2.98,-0.3,-361.2199999999999,-4.78,-356.43999999999994
SPY,2002-07-03,2002-12-03,94.62,93.25,2,2.74,0.27,-358.4799999999999,-4.78,-353.69999999999993
SPY,2002-06-26,2002-12-03,95.2,93.25,2,3.9,0.39,-354.5799999999999,-4.78,-349.79999999999995
SPY,2002-07-02,2002-12-03,96.86,93.25,2,7.22,0.72,-347.3599999999999,-4.78,-342.5799999999999
SPY,2002-06-21,2002-12-03,100.47,93.25,1,7.22,0.72,-340.1399999999999,-4.78,-335.3599999999999
SPY,2002-06-17,2002-12-03,101.92,93.25,1,8.67,0.87,-331.46999999999986,-4.78,-326.6899999999999
SPY,2002-06-14,2002-12-03,100.31,93.25,1,7.06,0.71,-324.40999999999985,-4.78,-319.6299999999999
SPY,2002-06-12,2002-12-03,101.71,93.25,1,8.46,0.85,-315.9499999999999,-4.78,-311.1699999999999
SPY,2002-06-10,2002-12-03,103.24,93.25,1,9.99,1.0,-305.95999999999987,-4.78,-301.1799999999999
SPY,2002-06-07,2002-12-03,101.78,93.25,1,8.53,0.85,-297.4299999999999,-4.78,-292.6499999999999
SPY,2002-06-04,2002-12-03,104.15,93.25,1,10.9,1.09,-286.5299999999999,-4.78,-281.74999999999994
SPY,2002-05-08,2002-12-03,107.05,93.25,1,13.8,1.38,-272.7299999999999,-4.78,-267.94999999999993
SPY,2002-05-07,2002-12-03,106.1,93.25,1,12.85,1.28,-259.8799999999999,-4.78,-255.09999999999988
SPY,2002-04-30,2002-12-03,107.02,93.25,1,13.77,1.38,-246.10999999999987,-4.78,-241.32999999999987
SPY,2002-04-29,2002-12-03,107.93,93.25,1,14.68,1.47,-231.42999999999986,-4.78,-226.64999999999986
SPY,2002-06-24,2002-12-03,98.61,93.25,2,10.72,1.07,-220.70999999999987,-4.78,-215.92999999999986
SPY,2003-03-12,2003-03-17,80.38,86.04,2,-11.31,-1.13,-232.01999999999987,-4.78,-227.23999999999987
SPY,2003-03-11,2003-03-18,81.48,87.16,2,-11.36,-1.14,-243.37999999999988,-4.78,-238.59999999999988
SPY,2003-02-13,2003-03-19,82.15,88.05,2,-11.79,-1.18,-255.16999999999987,-4.78,-250.38999999999987
SPY,2003-02-10,2003-03-21,83.46,89.41,2,-11.9,-1.19,-267.0699999999999,-4.78,-262.2899999999999
SPY,2003-01-31,2003-04-07,84.15,90.21,2,-12.11,-1.21,-279.1799999999999,-4.78,-274.3999999999999
SPY,2003-01-28,2003-04-23,85.63,91.68,2,-12.1,-1.21,-291.2799999999999,-4.78,-286.49999999999994
SPY,2003-01-27,2003-04-23,85.73,91.76,2,-12.06,-1.21,-303.3399999999999,-4.78,-298.55999999999995
SPY,2004-03-24,2004-04-01,109.58,113.42,1,-3.84,-0.38,-307.1799999999999,-4.78,-302.3999999999999
SPY,2004-03-22,2004-04-02,110.54,114.35,1,-3.81,-0.38,-310.9899999999999,-4.78,-306.2099999999999
SPY,2004-03-23,2004-04-02,110.25,114.11,1,-3.86,-0.39,-314.8499999999999,-4.78,-310.06999999999994
SPY,2004-05-11,2004-06-02,109.46,113.47,1,-4.01,-0.4,-318.8599999999999,-4.78,-314.0799999999999
SPY,2004-08-09,2004-08-25,107.02,110.79,1,-3.77,-0.38,-322.6299999999999,-4.78,-317.8499999999999
SPY,2004-08-06,2004-08-27,107.63,111.37,1,-3.74,-0.37,-326.3699999999999,-4.78,-321.5899999999999
SPY,2004-07-27,2004-09-03,109.05,112.77,1,-3.72,-0.37,-330.0899999999999,-4.78,-325.30999999999995
SPY,2004-07-26,2004-09-07,109.19,112.91,1,-3.72,-0.37,-333.80999999999995,-4.78,-329.03
SPY,2004-03-12,2004-10-07,111.73,114.38,1,-2.65,-0.26,-336.4599999999999,-4.78,-331.67999999999995
SPY,2005-01-25,2005-02-04,116.91,120.24,1,-3.33,-0.33,-339.7899999999999,-4.78,-335.00999999999993
SPY,2005-01-24,2005-02-04,117.09,120.43,1,-3.34,-0.33,-343.1299999999999,-4.78,-338.3499999999999
SPY,2005-04-18,2005-05-04,114.12,117.61,1,-3.49,-0.35,-346.6199999999999,-4.78,-341.8399999999999
SPY,2005-04-21,2005-05-18,114.79,118.32,1,-3.53,-0.35,-350.14999999999986,-4.78,-345.3699999999999
SPY,2005-04-15,2005-05-19,115.74,119.17,1,-3.43,-0.34,-353.57999999999987,-4.78,-348.7999999999999
SPY,2005-03-30,2005-05-26,116.78,120.11,1,-3.33,-0.33,-356.90999999999985,-4.78,-352.1299999999999
SPY,2005-10-13,2005-10-31,117.46,120.94,1,-3.48,-0.35,-360.3899999999999,-4.78,-355.6099999999999
SPY,2005-10-14,2005-11-02,118.12,121.6,1,-3.48,-0.35,-363.8699999999999,-4.78,-359.0899999999999
SPY,2005-10-11,2005-11-03,118.99,122.44,1,-3.45,-0.34,-367.3199999999999,-4.78,-362.5399999999999
SPY,2005-10-12,2005-11-03,118.39,121.83,1,-3.44,-0.34,-370.7599999999999,-4.78,-365.9799999999999
SPY,2005-10-06,2005-11-10,119.78,123.17,1,-3.39,-0.34,-374.14999999999986,-4.78,-369.3699999999999
SPY,2005-10-07,2005-11-10,119.7,123.15,1,-3.45,-0.34,-377.59999999999985,-4.78,-372.8199999999999
SPY,2006-05-24,2006-06-02,125.68,129.37,1,-3.69,-0.37,-381.28999999999985,-4.78,-376.5099999999999
SPY,2006-06-14,2006-06-29,122.84,126.98,1,-4.14,-0.41,-385.42999999999984,-4.78,-380.64999999999986
SPY,2006-06-13,2006-07-03,123.74,127.82,1,-4.08,-0.41,-389.5099999999998,-4.78,-384.72999999999985
SPY,2006-05-19,2006-08-18,126.87,130.43,1,-3.56,-0.36,-393.0699999999998,-4.78,-388.28999999999985
SPY,2006-05-23,2006-08-28,127.18,130.8,1,-3.62,-0.36,-396.6899999999998,-4.78,-391.90999999999985
SPY,2006-05-18,2006-08-29,127.35,130.49,1,-3.14,-0.31,-399.8299999999998,-4.78,-395.04999999999984
SPY,2007-03-06,2007-03-21,138.78,142.61,1,-3.83,-0.38,-403.6599999999998,-4.78,-398.8799999999998
SPY,2007-03-05,2007-03-21,137.93,141.7,1,-3.77,-0.38,-407.4299999999998,-4.78,-402.6499999999998
SPY,2007-02-28,2007-04-03,140.39,143.92,1,-3.53,-0.35,-410.95999999999975,-4.78,-406.1799999999998
SPY,2007-08-06,2007-08-08,144.21,149.61,1,-5.4,-0.54,-416.35999999999973,-4.78,-411.57999999999976
SPY,2007-08-16,2007-08-22,139.79,145.98,1,-6.19,-0.62,-422.5499999999997,-4.78,-417.76999999999975
SPY,2007-08-15,2007-09-04,142.72,148.8,1,-6.08,-0.61,-428.6299999999997,-4.78,-423.84999999999974
SPY,2007-07-30,2007-09-18,145.93,150.81,1,-4.88,-0.49,-433.5099999999997,-4.78,-428.72999999999973
SPY,2007-07-27,2007-09-19,148.21,152.96,1,-4.75,-0.48,-438.2599999999997,-4.78,-433.47999999999973
SPY,2007-11-27,2007-11-30,141.74,148.78,1,-7.04,-0.7,-445.2999999999997,-4.78,-440.51999999999975
SPY,2007-11-23,2007-12-06,143.07,149.97,1,-6.9,-0.69,-452.1999999999997,-4.78,-447.41999999999973
SPY,2007-11-12,2007-12-10,145.21,151.73,1,-6.52,-0.65,-458.7199999999997,-4.78,-453.9399999999997
SPY,2007-11-13,2007-12-10,145.37,151.94,1,-6.57,-0.66,-465.2899999999997,-4.78,-460.5099999999997
SPY,2008-01-23,2008-01-24,127.09,134.84,1,-7.75,-0.77,-473.0399999999997,-4.78,-468.2599999999997
SPY,2008-01-22,2008-01-24,127.21,134.72,1,-7.51,-0.75,-480.54999999999967,-4.78,-475.7699999999997
SPY,2008-03-10,2008-04-04,129.84,137.88,1,-8.04,-0.8,-488.5899999999997,-4.78,-483.8099999999997
SPY,2008-03-11,2008-04-18,130.72,138.74,1,-8.02,-0.8,-496.6099999999997,-4.78,-491.8299999999997
SPY,2008-01-09,2008-04-25,139.09,139.4,1,-0.31,-0.03,-496.9199999999997,-4.78,-492.1399999999997
SPY,2008-01-17,2008-04-25,137.81,139.4,1,-1.59,-0.16,-498.50999999999965,-4.78,-493.7299999999997
SPY,2008-01-16,2008-04-25,137.36,139.4,1,-2.04,-0.2,-500.54999999999967,-4.78,-495.7699999999997
SPY,2008-01-18,2008-04-25,134.74,139.4,1,-4.66,-0.47,-505.2099999999997,-4.78,-500.4299999999997
SPY,2008-07-16,2008-07-23,121.45,128.61,1,-7.16,-0.72,-512.3699999999997,-4.78,-507.5899999999997
SPY,2008-07-15,2008-07-23,121.8,128.9,1,-7.1,-0.71,-519.4699999999997,-4.78,-514.6899999999997
SPY,2008-07-10,2008-08-11,124.43,131.42,1,-6.99,-0.7,-526.4599999999997,-4.78,-521.6799999999997
SPY,2008-09-18,2008-09-19,118.05,125.91,1,-7.86,-0.79,-534.3199999999997,-4.78,-529.5399999999997
SPY,2008-09-16,2008-09-19,117.2,124.68,1,-7.48,-0.75,-541.7999999999997,-4.78,-537.0199999999998
SPY,2008-10-10,2008-10-13,86.76,97.46,1,-10.7,-1.07,-552.4999999999998,-4.78,-547.7199999999998
SPY,2008-10-13,2008-10-14,93.87,104.98,1,-11.11,-1.11,-563.6099999999998,-4.78,-558.8299999999998
SPY,2008-10-28,2008-11-04,87.34,100.77,1,-13.43,-1.34,-577.0399999999997,-4.78,-572.2599999999998
SPY,2008-10-27,2008-11-04,85.97,99.32,1,-13.35,-1.34,-590.3899999999998,-4.78,-585.6099999999998
SPY,2008-11-21,2008-12-08,77.46,91.6,1,-14.14,-1.41,-604.5299999999997,-4.78,-599.7499999999998
SPY,2008-11-20,2009-01-06,80.13,94.1,1,-13.97,-1.4,-618.4999999999998,-4.78,-613.7199999999998
SPY,2009-03-10,2009-03-18,69.51,79.83,1,-10.32,-1.03,-628.8199999999998,-4.78,-624.0399999999998
SPY,2009-03-06,2009-03-18,69.4,79.8,1,-10.4,-1.04,-639.2199999999998,-4.78,-634.4399999999998
SPY,2009-03-03,2009-03-23,71.61,82.13,1,-10.52,-1.05,-649.7399999999998,-4.78,-644.9599999999998
SPY,2009-03-04,2009-03-23,71.23,81.67,1,-10.44,-1.04,-660.1799999999998,-4.78,-655.3999999999999
SPY,2009-03-02,2009-03-26,72.52,83.04,1,-10.52,-1.05,-670.6999999999998,-4.78,-665.9199999999998
SPY,2009-02-24,2009-04-13,75.29,85.93,1,-10.64,-1.06,-681.3399999999998,-4.78,-676.5599999999998
SPY,2009-02-20,2009-04-17,76.73,87.42,1,-10.69,-1.07,-692.0299999999999,-4.78,-687.2499999999999
SPY,2009-02-18,2009-04-30,79.79,88.55,1,-8.76,-0.88,-700.7899999999998,-4.78,-696.0099999999999
SPY,2009-02-19,2009-04-30,79.84,88.55,1,-8.71,-0.87,-709.4999999999999,-4.78,-704.7199999999999
SPY,2009-02-23,2009-04-30,78.27,88.55,1,-10.28,-1.03,-719.7799999999999,-4.78,-714.9999999999999
SPY,2008-10-08,2009-04-30,97.52,88.55,1,8.97,0.9,-710.8099999999998,-4.78,-706.0299999999999
SPY,2008-06-23,2009-04-30,132.09,88.55,1,43.54,4.35,-667.2699999999999,-4.78,-662.4899999999999
SPY,2008-06-24,2009-04-30,131.05,88.55,1,42.5,4.25,-624.7699999999999,-4.78,-619.9899999999999
SPY,2008-06-25,2009-04-30,131.72,88.55,1,43.17,4.32,-581.5999999999999,-4.78,-576.8199999999999
SPY,2008-06-30,2009-04-30,127.89,88.55,1,39.34,3.93,-542.2599999999999,-4.78,-537.4799999999999
SPY,2008-07-03,2009-04-30,127.11,88.55,1,38.56,3.86,-503.6999999999999,-4.78,-498.9199999999999
SPY,2008-06-27,2009-04-30,128.28,88.55,1,39.73,3.97,-463.96999999999986,-4.78,-459.1899999999999
SPY,2008-07-14,2009-04-30,125.26,88.55,1,36.71,3.67,-427.2599999999999,-4.78,-422.4799999999999
SPY,2008-09-30,2009-04-30,113.51,88.55,1,24.96,2.5,-402.2999999999999,-4.78,-397.5199999999999
SPY,2008-10-06,2009-04-30,107.15,88.55,1,18.6,1.86,-383.6999999999999,-4.78,-378.9199999999999
SPY,2008-10-07,2009-04-30,106.84,88.55,1,18.29,1.83,-365.40999999999985,-4.78,-360.6299999999999
SPY,2008-07-08,2009-04-30,124.99,88.55,1,36.44,3.64,-328.96999999999986,-4.78,-324.1899999999999
SPY,2008-10-09,2009-04-30,99.66,88.55,1,11.11,1.11,-317.85999999999984,-4.78,-313.07999999999987
SPY,2010-02-05,2010-02-19,106.56,111.26,1,-4.7,-0.47,-322.55999999999983,-4.78,-317.77999999999986
SPY,2010-02-09,2010-03-01,107.13,111.87,1,-4.74,-0.47,-327.29999999999984,-4.78,-322.51999999999987
SPY,2010-02-01,2010-03-03,108.15,112.75,1,-4.6,-0.46,-331.89999999999986,-4.78,-327.1199999999999
SPY,2010-01-29,2010-03-05,109.04,113.58,1,-4.54,-0.45,-336.4399999999999,-4.78,-331.6599999999999
SPY,2010-06-08,2010-06-15,105.57,111.91,1,-6.34,-0.63,-342.77999999999986,-4.78,-337.9999999999999
SPY,2010-05-21,2010-06-15,105.91,111.75,1,-5.84,-0.58,-348.61999999999983,-4.78,-343.83999999999986
SPY,2010-07-01,2010-07-13,103.15,109.42,1,-6.27,-0.63,-354.8899999999998,-4.78,-350.10999999999984
SPY,2010-07-02,2010-07-13,103.11,109.4,1,-6.29,-0.63,-361.17999999999984,-4.78,-356.39999999999986
SPY,2010-07-06,2010-07-13,103.64,109.91,1,-6.27,-0.63,-367.4499999999998,-4.78,-362.66999999999985
SPY,2010-06-30,2010-07-23,103.92,110.2,1,-6.28,-0.63,-373.7299999999998,-4.78,-368.9499999999998
SPY,2010-06-07,2010-09-15,107.2,112.32,1,-5.12,-0.51,-378.8499999999998,-4.78,-374.0699999999998
SPY,2010-05-27,2010-09-15,109.19,112.32,1,-3.13,-0.31,-381.9799999999998,-4.78,-377.1999999999998
SPY,2011-03-17,2011-03-30,128.0,132.54,1,-4.54,-0.45,-386.5199999999998,-4.78,-381.73999999999984
SPY,2011-06-16,2011-06-30,127.06,131.54,1,-4.48,-0.45,-390.99999999999983,-4.78,-386.21999999999986
SPY,2011-06-27,2011-06-30,126.89,131.45,1,-4.56,-0.46,-395.55999999999983,-4.78,-390.77999999999986
SPY,2011-06-07,2011-07-01,129.7,134.08,1,-4.38,-0.44,-399.9399999999998,-4.78,-395.15999999999985
SPY,2011-06-08,2011-07-01,128.76,133.13,1,-4.37,-0.44,-404.30999999999983,-4.78,-399.52999999999986
SPY,2011-06-09,2011-07-01,128.77,133.11,1,-4.34,-0.43,-408.6499999999998,-4.78,-403.86999999999983
SPY,2011-06-13,2011-07-01,127.89,132.27,1,-4.38,-0.44,-413.0299999999998,-4.78,-408.24999999999983
SPY,2011-08-09,2011-08-15,114.07,119.98,1,-5.91,-0.59,-418.9399999999998,-4.78,-414.15999999999985
SPY,2011-08-08,2011-08-31,116.91,122.45,1,-5.54,-0.55,-424.47999999999985,-4.78,-419.6999999999999
SPY,2011-10-04,2011-10-06,108.35,116.53,1,-8.18,-0.82,-432.65999999999985,-4.78,-427.8799999999999
SPY,2011-08-05,2011-10-27,121.76,127.09,1,-5.33,-0.53,-437.98999999999984,-4.78,-433.20999999999987
SPY,2011-08-03,2012-01-11,125.66,128.73,1,-3.07,-0.31,-441.05999999999983,-4.78,-436.27999999999986
SPY,2012-06-05,2012-06-07,127.85,133.04,1,-5.19,-0.52,-446.24999999999983,-4.78,-441.46999999999986
SPY,2012-06-04,2012-06-11,128.39,133.58,1,-5.19,-0.52,-451.4399999999998,-4.78,-446.65999999999985
SPY,2012-05-21,2012-06-19,130.16,135.08,1,-4.92,-0.49,-456.35999999999984,-4.78,-451.57999999999987
SPY,2012-05-18,2012-06-29,131.37,136.27,1,-4.9,-0.49,-461.2599999999998,-4.78,-456.47999999999985
SPY,2012-05-17,2012-07-05,132.86,137.72,1,-4.86,-0.49,-466.11999999999983,-4.78,-461.33999999999986
SPY,2012-05-15,2012-07-27,134.02,138.87,1,-4.85,-0.48,-470.96999999999986,-4.78,-466.1899999999999
SPY,2012-05-16,2012-07-27,133.94,138.79,1,-4.85,-0.49,-475.8199999999999,-4.78,-471.0399999999999
SPY,2012-11-15,2012-11-23,135.98,140.71,1,-4.73,-0.47,-480.5499999999999,-4.78,-475.7699999999999
SPY,2012-11-16,2012-11-23,135.9,140.62,1,-4.72,-0.47,-485.2699999999999,-4.78,-480.48999999999995
SPY,2012-11-09,2012-11-29,137.62,142.28,1,-4.66,-0.47,-489.92999999999995,-4.78,-485.15
SPY,2012-11-14,2012-12-03,138.21,142.87,1,-4.66,-0.47,-494.59,-4.78,-489.81
SPY,2012-11-08,2012-12-12,139.7,144.3,1,-4.6,-0.46,-499.19,-4.78,-494.41
SPY,2014-02-04,2014-02-07,174.95,179.78,1,-4.83,-0.48,-504.02,-4.78,-499.24
SPY,2014-01-30,2014-02-14,178.83,183.37,1,-4.54,-0.45,-508.56,-4.78,-503.78000000000003
SPY,2014-08-08,2014-08-15,191.46,196.18,1,-4.72,-0.47,-513.28,-4.78,-508.5
SPY,2014-10-16,2014-10-17,183.06,188.88,1,-5.82,-0.58,-519.1,-4.78,-514.32
SPY,2014-10-14,2014-10-21,188.42,193.95,1,-5.53,-0.55,-524.63,-4.78,-519.85
SPY,2014-10-17,2014-10-22,188.42,194.4,1,-5.98,-0.6,-530.61,-4.78,-525.83
SPY,2014-10-13,2014-10-23,190.46,195.87,1,-5.41,-0.54,-536.02,-4.78,-531.24
SPY,2015-08-24,2015-08-25,187.49,193.91,1,-6.42,-0.64,-542.4399999999999,-4.78,-537.66
SPY,2015-08-26,2015-08-28,192.08,199.66,1,-7.58,-0.76,-550.02,-4.78,-545.24
SPY,2015-08-25,2015-09-17,195.43,202.64,1,-7.21,-0.72,-557.23,-4.78,-552.45
