symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_%,cumulative_pnl,cum_max,drawdown,r_multiple
ADI,2000-03-31,2000-04-12,59.28,46.15,1,-22.16,-2.22,299.82,337.79,-37.97000000000003,-3.738191632928475
ADSK,2000-04-04,2000-04-17,10.94,8.85,9,-19.1,-1.91,280.71999999999997,337.79,-57.07000000000005,-1.939874060532196
ADI,2000-04-13,2000-05-09,48.32,44.81,2,-7.27,-0.73,273.45,337.79,-64.34000000000003,-0.7522764900662251
ADI,2000-06-08,2000-06-29,67.43,56.19,1,-16.67,-1.67,256.78,337.79,-81.01000000000005,-2.472193385733353
ADI,2000-06-30,2000-07-27,58.95,49.73,1,-15.65,-1.56,241.12999999999997,337.79,-96.66000000000005,-2.6547921967769295
ADBE,2000-03-10,2000-07-28,19.78,26.75,5,35.25,3.53,276.38,337.79,-61.410000000000025,3.564206268958544
ADI,2000-09-01,2000-10-09,75.39,57.56,1,-23.64,-2.36,252.74,337.79,-85.05000000000001,-3.1356943891762836
ADBE,2000-08-08,2000-10-17,30.27,31.78,3,4.98,0.5,257.72,337.79,-80.07,0.548397753551371
ADP,2000-03-31,2001-03-15,27.55,30.28,3,9.91,0.99,267.63000000000005,337.79,-70.15999999999997,1.1990320629159104
ADI,2001-05-17,2001-06-14,35.4,29.95,2,-15.4,-1.54,252.23000000000005,337.79,-85.55999999999997,-2.175141242937853
ADP,2001-05-22,2001-08-02,33.17,28.52,3,-14.0,-1.4,238.23000000000005,337.79,-99.55999999999997,-1.4068937795196461
ADBE,2001-05-02,2001-08-07,22.05,17.98,4,-18.44,-1.84,219.79000000000005,337.79,-117.99999999999997,-2.0907029478458052
ADI,2001-11-14,2002-02-22,35.53,27.44,2,-22.75,-2.28,197.04000000000005,337.79,-140.74999999999997,-3.2015198423867153
ADP,2001-11-14,2002-04-22,33.03,29.64,3,-10.26,-1.03,186.78000000000006,337.79,-151.00999999999996,-1.0354223433242506
ADSK,2002-03-07,2002-04-29,10.79,8.54,9,-20.83,-2.08,165.95000000000005,337.79,-171.83999999999997,-2.144990217279374
ADI,2002-03-27,2002-05-03,33.08,26.06,3,-21.21,-2.12,144.74000000000004,337.79,-193.04999999999998,-2.137243047158404
ADBE,2001-11-14,2002-06-14,15.54,16.21,6,4.3,0.43,149.04000000000005,337.79,-188.74999999999997,0.46117546117546115
ADI,2002-11-05,2002-12-19,23.01,18.32,4,-20.4,-2.04,128.64000000000004,337.79,-209.14999999999998,-2.2164276401564535
ADP,2002-11-05,2003-01-24,26.42,20.63,3,-21.93,-2.19,106.71000000000004,337.79,-231.07999999999998,-2.7668433005299016
ADI,2002-12-24,2003-04-07,19.1,22.7,5,18.83,1.88,125.54000000000003,337.79,-212.25,1.9717277486910991
ADBE,2002-11-05,2004-03-11,12.98,17.39,7,33.99,3.4,159.53000000000003,337.79,-178.26,3.7409200968523004
ADI,2003-04-09,2004-07-23,20.56,29.43,4,43.14,4.31,202.67000000000002,337.79,-135.12,5.245622568093385
ADSK,2003-12-11,2005-01-24,11.76,29.24,8,148.6,14.86,351.27,351.27,0.0,15.795068027210885
ADI,2004-10-05,2005-04-15,29.99,24.96,3,-16.76,-1.68,334.51,351.27,-16.75999999999999,-1.8628431699455377
ADBE,2004-04-07,2005-08-10,20.53,25.86,4,25.96,2.6,360.46999999999997,360.46999999999997,0.0,3.161227471992207
ADI,2005-06-01,2005-10-10,27.78,24.82,3,-10.66,-1.07,349.80999999999995,360.46999999999997,-10.660000000000025,-1.2790976721862248
ADSK,2005-01-25,2006-02-03,27.94,36.2,3,29.57,2.96,379.37999999999994,379.37999999999994,0.0,3.527797661655929
ADBE,2005-10-04,2006-05-18,29.92,30.64,3,2.4,0.24,381.7799999999999,381.7799999999999,0.0,0.267379679144385
ADI,2005-11-22,2006-05-24,27.97,24.55,3,-12.24,-1.22,369.5399999999999,381.7799999999999,-12.240000000000009,-1.4587057561673222
ADSK,2006-04-04,2006-06-27,37.27,32.92,2,-11.68,-1.17,357.8599999999999,381.7799999999999,-23.920000000000016,-1.5669439227260529
AAPL,2007-10-09,2007-11-12,5.12,4.53,19,-11.43,-1.14,346.4299999999999,381.7799999999999,-35.35000000000002,-1.1749588815789471
ADI,2006-09-29,2007-11-26,22.17,23.09,4,4.18,0.42,350.6099999999999,381.7799999999999,-31.170000000000016,0.47135769057284616
ADBE,2006-08-16,2008-01-17,34.0,36.35,2,6.92,0.69,357.5299999999999,381.7799999999999,-24.25,1.0176470588235293
AAPL,2007-12-07,2008-01-22,5.73,4.44,17,-22.64,-2.26,334.88999999999993,381.7799999999999,-46.889999999999986,-2.3241966943845602
ADSK,2006-08-29,2008-02-07,33.68,38.49,2,14.28,1.43,349.1699999999999,381.7799999999999,-32.610000000000014,2.1199524940617573
ADSK,2008-05-01,2008-07-31,37.75,31.7,2,-16.03,-1.6,333.1399999999999,381.7799999999999,-48.64000000000004,-2.12317880794702
ADI,2008-04-22,2008-09-02,24.27,20.74,4,-14.52,-1.45,318.6199999999999,381.7799999999999,-63.160000000000025,-1.495673671199011
AAPL,2008-04-22,2008-09-15,5.04,4.25,19,-15.72,-1.57,302.89999999999986,381.7799999999999,-78.88000000000005,-1.6416040100250626
ADBE,2008-04-22,2008-10-03,36.32,34.83,2,-4.1,-0.41,298.79999999999984,381.7799999999999,-82.98000000000008,-0.5644273127753303
ADP,2003-04-24,2008-10-07,19.8,24.99,5,26.22,2.62,325.01999999999987,381.7799999999999,-56.76000000000005,2.6484848484848484
ACGL,2003-04-03,2008-10-09,34.52,60.35,2,74.83,7.48,399.84999999999985,399.84999999999985,0.0,10.838644264194668
ADSK,2009-04-15,2009-07-08,18.38,17.14,5,-6.76,-0.68,393.08999999999986,399.84999999999985,-6.759999999999991,-0.735582154515778
AAPL,2009-08-04,2010-05-06,4.97,6.15,20,23.84,2.38,416.92999999999984,416.92999999999984,0.0,2.398390342052314
ADP,2009-04-17,2010-05-06,24.28,20.9,4,-13.91,-1.39,403.0199999999998,416.92999999999984,-13.910000000000025,-1.4322487644151563
ADSK,2009-07-09,2010-06-08,16.93,26.38,5,55.85,5.58,458.86999999999983,458.86999999999983,0.0,6.597755463673952
ADBE,2009-04-07,2010-06-29,23.61,28.65,4,21.35,2.13,480.21999999999986,480.21999999999986,0.0,2.2606946209233376
ADBE,2010-09-10,2010-09-22,32.53,28.34,3,-12.9,-1.29,467.3199999999999,480.21999999999986,-12.899999999999977,-1.3218567476175838
AAXJ,2011-01-27,2011-02-22,62.99,59.41,1,-5.68,-0.57,461.6399999999999,480.21999999999986,-18.579999999999984,-0.9017304334021273
ACGL,2009-04-17,2011-05-12,56.78,43.99,1,-22.53,-2.25,439.1099999999999,480.21999999999986,-41.10999999999996,-3.9679464600211345
ADTN,2010-10-14,2011-07-14,26.19,28.2,3,7.69,0.77,446.7999999999999,480.21999999999986,-33.41999999999996,0.9787450680921471
ADSK,2010-08-10,2011-07-28,28.76,34.61,3,20.35,2.03,467.1499999999999,480.21999999999986,-13.069999999999936,2.3585999072786277
ADBE,2010-09-23,2011-08-03,26.58,26.99,3,1.55,0.16,468.69999999999993,480.21999999999986,-11.519999999999925,0.1943817406571357
ADI,2009-04-15,2011-08-04,15.35,24.46,6,59.37,5.94,528.0699999999999,528.0699999999999,0.0,6.446254071661237
ADSK,2011-10-25,2012-05-18,32.81,32.02,3,-2.42,-0.24,525.65,528.0699999999999,-2.419999999999959,-0.24586000203190078
ADTN,2012-03-20,2012-07-11,24.9,20.32,4,-18.39,-1.84,507.26,528.0699999999999,-20.809999999999945,-1.8463855421686746
AAPL,2010-05-11,2012-11-15,7.58,15.98,13,110.71,11.07,617.97,617.97,0.0,11.235031459305866
ACAD,2013-04-12,2013-10-09,12.74,22.3,7,75.02,7.5,692.99,692.99,0.0,8.412200044853105
ACAD,2013-10-11,2014-03-24,22.98,24.0,4,4.44,0.44,697.4300000000001,697.4300000000001,0.0,0.4830287206266319
ACAD,2014-03-25,2014-04-11,24.41,19.12,4,-21.65,-2.17,675.7800000000001,697.4300000000001,-21.649999999999977,-2.217328963539533
AAL,2014-02-25,2014-10-02,34.53,31.73,2,-8.11,-0.81,667.6700000000001,697.4300000000001,-29.75999999999999,-1.174341152620909
ABUS,2014-08-19,2014-10-07,19.95,22.45,5,12.52,1.25,680.19,697.4300000000001,-17.24000000000001,1.2551378446115289
ABUS,2014-10-09,2014-10-20,23.76,18.54,4,-21.97,-2.2,658.22,697.4300000000001,-39.210000000000036,-2.3116582491582487
ABUS,2014-10-29,2014-12-02,18.17,13.63,5,-25.0,-2.5,633.22,697.4300000000001,-64.21000000000004,-2.7517886626307098
ACAD,2015-03-11,2015-03-12,45.75,37.99,2,-16.96,-1.7,616.26,697.4300000000001,-81.17000000000007,-1.853551912568306
AAL,2014-11-11,2015-05-26,41.69,39.94,2,-4.2,-0.42,612.06,697.4300000000001,-85.37000000000012,-0.5037179179659391
ABEO,2015-05-27,2015-06-10,229.75,172.31,0,-25.0,-2.5,587.06,697.4300000000001,-110.37000000000012,-inf
ACAD,2015-03-13,2015-08-07,34.75,38.99,2,12.21,1.22,599.27,697.4300000000001,-98.16000000000008,1.7568345323741008
AAXJ,2011-11-10,2015-08-21,52.44,52.46,1,0.03,0.0,599.3,697.4300000000001,-98.13000000000011,0.005720823798627002
ACHC,2015-07-14,2015-08-24,80.23,68.76,1,-14.29,-1.43,585.01,697.4300000000001,-112.42000000000007,-1.7811292533964846
ADSK,2012-07-27,2015-08-24,33.91,48.75,2,43.76,4.38,628.77,697.4300000000001,-68.66000000000008,6.452373930993808
ADP,2010-05-11,2015-08-24,28.0,56.91,3,103.24,10.32,732.01,732.01,0.0,12.29047619047619
ADI,2011-10-25,2015-08-24,27.26,44.07,3,61.68,6.17,793.6899999999999,793.6899999999999,0.0,7.542186353631694
AAPL,2013-05-24,2015-08-24,13.55,22.54,7,66.31,6.63,860.0,860.0,0.0,6.991038481813391
ACAD,2015-08-11,2015-09-28,38.64,32.92,2,-14.81,-1.48,845.19,860.0,-14.809999999999945,-1.9164078674948242
AAXJ,2015-10-23,2015-12-08,58.77,54.22,1,-7.74,-0.77,837.45,860.0,-22.549999999999955,-1.3169984686064318
ADP,2015-10-23,2016-01-04,77.06,71.27,1,-7.52,-0.75,829.9300000000001,860.0,-30.069999999999936,-0.9758629639242148
ADI,2015-10-23,2016-01-04,55.0,46.87,1,-14.79,-1.48,815.1400000000001,860.0,-44.8599999999999,-2.689090909090909
ACAD,2015-11-24,2016-01-06,36.91,29.56,2,-19.92,-1.99,795.2200000000001,860.0,-64.77999999999986,-2.6984557030615015
AAPL,2015-10-27,2016-01-06,25.99,23.07,3,-11.27,-1.13,783.9500000000002,860.0,-76.04999999999984,-1.4454277286135693
AAL,2015-10-23,2016-01-15,44.22,37.14,2,-16.01,-1.6,767.9400000000002,860.0,-92.05999999999983,-1.8102668475802808
ADSK,2015-10-27,2016-01-15,53.44,49.34,1,-7.68,-0.77,760.2600000000002,860.0,-99.73999999999978,-1.4371257485029938
ADBE,2011-10-25,2016-02-08,28.03,72.32,3,157.99,15.8,918.2500000000002,918.2500000000002,0.0,18.788203115709358
AAL,2016-03-15,2016-04-22,40.53,35.48,2,-12.47,-1.25,905.7800000000002,918.2500000000002,-12.470000000000027,-1.538366641993585
AAPL,2016-03-15,2016-04-28,23.65,21.5,4,-9.08,-0.91,896.7000000000002,918.2500000000002,-21.550000000000068,-0.9598308668076109
ACAD,2016-04-01,2016-06-24,27.87,31.87,3,14.34,1.43,911.0400000000002,918.2500000000002,-7.210000000000036,1.7151058485827053
ACAD,2016-06-30,2016-10-04,31.21,28.56,3,-8.49,-0.85,902.5500000000002,918.2500000000002,-15.700000000000045,-0.9067606536366548
AAXJ,2016-08-16,2016-11-10,59.84,57.35,1,-4.16,-0.42,898.3900000000002,918.2500000000002,-19.860000000000014,-0.695187165775401
ACAD,2016-12-07,2017-05-10,27.61,30.62,3,10.91,1.09,909.3000000000002,918.2500000000002,-8.950000000000045,1.3171556199444647
AAL,2016-07-27,2018-04-25,35.08,43.19,2,23.12,2.31,932.4200000000002,932.4200000000002,0.0,3.2953249714937294
ACGL,2011-05-13,2018-06-21,34.94,76.95,2,120.23,12.02,1052.65,1052.65,0.0,17.205208929593592
AAOI,2018-05-11,2018-07-25,32.09,37.72,3,17.56,1.76,1070.21,1070.21,0.0,1.824036563830892
AAOI,2018-07-26,2018-09-05,38.13,34.5,2,-9.52,-0.95,1060.69,1070.21,-9.519999999999982,-1.2483608707054812
AAL,2018-08-29,2018-10-08,39.9,35.17,2,-11.88,-1.19,1048.81,1070.21,-21.40000000000009,-1.4887218045112782
AAXJ,2017-05-11,2018-10-11,65.63,63.2,1,-3.69,-0.37,1045.12,1070.21,-25.090000000000146,-0.5622428767332013
ADI,2016-03-15,2018-10-26,48.23,71.27,2,47.76,4.78,1092.8799999999999,1092.8799999999999,0.0,4.951275139954386
ADSK,2016-03-16,2018-10-29,56.22,119.96,1,113.37,11.34,1206.25,1206.25,0.0,20.165421558164354
ACAD,2018-09-27,2018-11-14,21.06,17.66,4,-16.13,-1.61,1190.12,1206.25,-16.13000000000011,-1.9147673314339981
ADBE,2016-03-22,2018-11-20,92.06,208.21,1,126.17,12.62,1316.29,1316.29,0.0,13.705192265913533
AAPL,2016-04-29,2018-11-23,21.38,41.62,4,94.69,9.47,1410.98,1410.98,0.0,11.072263797942002
AAL,2018-10-09,2018-12-24,35.62,29.33,2,-17.67,-1.77,1393.31,1410.98,-17.670000000000073,-2.4803481190342507
AAL,2019-02-12,2019-05-23,35.28,29.49,2,-16.41,-1.64,1376.8999999999999,1410.98,-34.080000000000155,-2.3256802721088436
ACB,2019-02-05,2019-05-31,985.2,928.8,0,-5.72,-0.57,1371.1799999999998,1410.98,-39.80000000000018,-inf
AAXJ,2019-02-05,2019-08-05,69.1,64.65,1,-6.44,-0.64,1364.7399999999998,1410.98,-46.24000000000024,-0.9319826338639653
AAL,2019-05-24,2019-08-14,29.38,25.97,3,-11.61,-1.16,1353.1299999999999,1410.98,-57.850000000000136,-1.317222600408441
ADSK,2019-02-05,2019-08-28,151.73,132.52,0,-12.66,-1.27,1340.4699999999998,1410.98,-70.51000000000022,-inf
ACAD,2019-08-20,2020-01-03,29.32,40.28,3,37.36,3.74,1377.8299999999997,1410.98,-33.15000000000032,4.247385175079581
ACGL,2019-07-02,2020-03-09,37.76,36.24,2,-4.03,-0.4,1373.7999999999997,1410.98,-37.18000000000029,-0.5336334745762712
ADSK,2019-10-08,2020-03-09,146.17,158.68,0,8.56,0.86,1382.3599999999997,1410.98,-28.620000000000346,inf
ADI,2019-02-05,2020-03-11,92.25,90.3,1,-2.11,-0.21,1380.2499999999998,1410.98,-30.730000000000246,-0.2287262872628726
ACAD,2020-01-07,2020-03-12,42.62,32.49,2,-23.77,-2.38,1356.4799999999998,1410.98,-54.50000000000023,-2.788596902862506
AAXJ,2019-08-09,2020-03-12,64.49,60.44,1,-6.27,-0.63,1350.2099999999998,1410.98,-60.77000000000021,-0.9722437587222825
ADBE,2019-02-05,2020-03-12,256.74,290.06,0,12.98,1.3,1363.1899999999998,1410.98,-47.79000000000019,inf
ACWX,2016-12-30,2020-03-12,35.49,34.33,2,-3.27,-0.33,1359.9199999999998,1410.98,-51.06000000000017,-0.46069315300084523
ACWI,2012-12-20,2020-03-12,39.77,59.31,2,49.12,4.91,1409.0399999999997,1410.98,-1.940000000000282,6.175509177772189
ADP,2016-03-08,2020-03-12,73.74,128.55,1,74.33,7.43,1483.3699999999997,1483.3699999999997,0.0,10.08001084892867
AAPL,2019-02-15,2020-03-16,41.02,59.56,2,45.19,4.52,1528.5599999999997,1528.5599999999997,0.0,5.508288639687956
ACB,2020-05-27,2020-06-15,154.0,126.68,0,-17.74,-1.77,1510.8199999999997,1528.5599999999997,-17.74000000000001,-inf
ACAD,2020-05-27,2020-07-22,51.58,44.04,1,-14.62,-1.46,1496.1999999999998,1528.5599999999997,-32.3599999999999,-2.83443195036836
ADAP,2020-06-16,2020-08-06,10.52,7.97,9,-24.22,-2.42,1471.9799999999998,1528.5599999999997,-56.57999999999993,-2.5580904098014363
AAPL,2020-05-27,2020-09-21,76.93,100.91,1,31.17,3.12,1503.1499999999999,1528.5599999999997,-25.409999999999854,4.051735343819057
ADPT,2020-07-23,2021-02-23,38.02,53.44,2,40.55,4.06,1543.6999999999998,1543.6999999999998,0.0,5.332719621251972
ACAD,2020-08-07,2021-03-09,43.99,33.29,2,-24.33,-2.43,1519.37,1543.6999999999998,-24.329999999999927,-2.765401227551716
AAL,2021-02-24,2021-07-19,20.87,19.57,4,-6.24,-0.62,1513.1299999999999,1543.6999999999998,-30.569999999999936,-0.7474844274077623
ABTS,2021-07-20,2021-07-23,382.53,322.88,0,-15.59,-1.56,1497.54,1543.6999999999998,-46.159999999999854,-inf
ABTS,2021-07-27,2021-08-03,251.85,227.25,0,-6.8,-0.68,1490.74,1543.6999999999998,-52.95999999999981,-inf
ABTS,2021-08-04,2021-08-05,216.45,162.34,0,-15.03,-1.5,1475.71,1543.6999999999998,-67.98999999999978,-inf
ABTS,2021-08-06,2021-08-10,132.9,99.68,0,-9.41,-0.94,1466.3,1543.6999999999998,-77.39999999999986,-inf
ABTS,2021-08-11,2021-08-16,117.8,96.64,0,-6.65,-0.66,1459.6499999999999,1543.6999999999998,-84.04999999999995,-inf
ADSK,2020-05-27,2021-11-24,198.65,258.29,0,30.02,3.0,1489.6699999999998,1543.6999999999998,-54.02999999999997,inf
ABNB,2021-08-26,2021-12-16,159.34,159.44,0,0.06,0.01,1489.7299999999998,1543.6999999999998,-53.97000000000003,inf
ADBE,2020-05-27,2022-01-05,373.24,524.66,0,40.57,4.06,1530.2999999999997,1543.6999999999998,-13.400000000000091,inf
ADSK,2021-11-30,2022-02-23,261.74,214.03,0,-18.23,-1.82,1512.0699999999997,1543.6999999999998,-31.63000000000011,-inf
AAXJ,2020-05-27,2022-02-24,63.96,76.83,1,20.12,2.01,1532.1899999999996,1543.6999999999998,-11.510000000000218,3.1457160725453406
ABNB,2021-12-17,2022-02-24,154.62,143.8,0,-7.0,-0.7,1525.1899999999996,1543.6999999999998,-18.51000000000022,-inf
ACAD,2022-01-06,2022-04-19,23.38,21.04,4,-10.0,-1.0,1515.1899999999996,1543.6999999999998,-28.51000000000022,-1.06928999144568
AAPL,2020-09-22,2022-05-19,109.88,134.84,0,22.72,2.27,1537.9099999999996,1543.6999999999998,-5.790000000000191,inf
ADI,2020-05-27,2022-06-16,108.23,140.75,0,30.05,3.01,1567.9599999999996,1567.9599999999996,0.0,inf
ACWX,2020-05-27,2022-07-14,39.58,43.21,2,9.16,0.92,1577.1199999999997,1577.1199999999997,0.0,1.1571500757958566
ADI,2022-08-04,2022-08-30,174.75,152.32,0,-12.84,-1.28,1564.2799999999997,1577.1199999999997,-12.839999999999918,-inf
ACWX,2022-08-17,2022-09-01,46.73,43.96,2,-5.93,-0.59,1558.3499999999997,1577.1199999999997,-18.769999999999982,-0.634496041087096
ADBE,2022-08-09,2022-09-01,434.34,368.78,0,-15.09,-1.51,1543.2599999999998,1577.1199999999997,-33.8599999999999,-inf
ADBE,2022-09-13,2022-09-15,382.55,325.75,0,-14.85,-1.48,1528.4099999999999,1577.1199999999997,-48.70999999999981,-inf
ACWX,2022-09-13,2022-09-23,44.29,41.06,2,-7.3,-0.73,1521.11,1577.1199999999997,-56.00999999999976,-0.824113795439151
AAL,2022-08-12,2022-09-23,15.16,12.03,6,-20.67,-2.07,1500.4399999999998,1577.1199999999997,-76.67999999999984,-2.2724274406332454
ADSK,2022-08-04,2022-09-23,218.76,185.34,0,-15.28,-1.53,1485.1599999999999,1577.1199999999997,-91.95999999999981,-inf
ACWI,2020-05-27,2022-09-23,69.38,79.8,1,15.01,1.5,1500.1699999999998,1577.1199999999997,-76.94999999999982,2.1634476794465263
AAPL,2022-08-04,2022-09-28,163.6,144.6,0,-11.61,-1.16,1488.56,1577.1199999999997,-88.55999999999972,-inf
ABNB,2022-08-11,2022-11-02,121.3,97.04,0,-20.0,-2.0,1468.56,1577.1199999999997,-108.55999999999972,-inf
ACHC,2022-11-29,2023-03-10,84.18,69.98,1,-16.87,-1.69,1451.69,1577.1199999999997,-125.42999999999961,-2.004038964124495
AAL,2022-11-11,2023-04-12,15.0,13.23,6,-11.8,-1.18,1439.89,1577.1199999999997,-137.22999999999956,-1.3111111111111111
ADP,2020-05-27,2023-04-26,133.66,206.19,0,54.26,5.43,1494.15,1577.1199999999997,-82.96999999999957,inf
AAL,2023-05-25,2023-09-05,13.88,14.31,7,3.1,0.31,1497.25,1577.1199999999997,-79.86999999999966,0.31906134211609716
AAOI,2023-09-06,2023-09-13,12.95,9.74,7,-24.83,-2.48,1472.42,1577.1199999999997,-104.69999999999959,-2.739106453392168
ACLS,2023-03-17,2023-10-19,130.02,150.75,0,15.94,1.59,1488.3600000000001,1577.1199999999997,-88.75999999999954,inf
ADP,2023-09-14,2023-10-25,248.43,234.0,0,-5.81,-0.58,1482.5500000000002,1577.1199999999997,-94.56999999999948,-inf
ADBE,2022-11-17,2024-04-08,331.74,478.69,0,44.3,4.43,1526.8500000000001,1577.1199999999997,-50.26999999999953,inf
ADSK,2022-11-11,2024-04-17,222.5,209.65,0,-5.78,-0.58,1521.0700000000002,1577.1199999999997,-56.0499999999995,-inf
ACB,2024-04-18,2024-04-30,5.7,7.01,17,23.03,2.3,1544.1000000000001,1577.1199999999997,-33.01999999999953,2.3766769865841075
ACHC,2023-05-12,2024-05-03,71.63,65.83,1,-8.1,-0.81,1536.0000000000002,1577.1199999999997,-41.119999999999436,-1.1308111126622924
ACB,2024-05-01,2024-05-08,8.49,6.37,11,-25.0,-2.5,1511.0000000000002,1577.1199999999997,-66.11999999999944,-2.676946139843666
ABNB,2024-04-09,2024-05-22,161.55,142.43,0,-11.83,-1.18,1499.1700000000003,1577.1199999999997,-77.94999999999936,-inf
ACB,2024-05-09,2024-05-29,6.48,6.11,15,-5.78,-0.58,1493.3900000000003,1577.1199999999997,-83.72999999999934,-0.5946502057613169
AAL,2023-12-06,2024-05-29,13.36,11.39,7,-14.73,-1.47,1478.6600000000003,1577.1199999999997,-98.45999999999935,-1.5750641573994868
ADP,2024-05-23,2024-07-01,254.36,235.32,0,-7.49,-0.75,1471.1700000000003,1577.1199999999997,-105.94999999999936,-inf
ACLS,2024-05-30,2024-07-25,113.73,118.96,0,4.6,0.46,1475.7700000000002,1577.1199999999997,-101.34999999999945,inf
ABNB,2024-07-26,2024-08-05,141.9,123.68,0,-12.84,-1.28,1462.9300000000003,1577.1199999999997,-114.18999999999937,-inf
ADBE,2024-07-02,2024-10-23,560.0,483.82,0,-13.6,-1.36,1449.3300000000004,1577.1199999999997,-127.78999999999928,-inf
ADMA,2024-10-24,2024-12-18,15.77,17.73,6,12.43,1.24,1461.7600000000004,1577.1199999999997,-115.35999999999922,1.3136757556541958
AAON,2024-05-07,2025-02-21,76.27,108.05,1,41.67,4.17,1503.4300000000005,1577.1199999999997,-73.68999999999915,5.463484987544251
ADMA,2024-12-19,2025-03-04,18.01,13.54,5,-24.8,-2.48,1478.6300000000006,1577.1199999999997,-98.4899999999991,-2.7540255413659076
ADSK,2024-06-25,2025-03-13,240.89,244.96,0,1.69,0.17,1480.3200000000006,1577.1199999999997,-96.79999999999905,inf
ADI,2022-09-13,2025-04-03,150.33,185.32,0,23.28,2.33,1503.6000000000006,1577.1199999999997,-73.51999999999907,inf
AAXJ,2025-02-25,2025-04-04,75.44,70.55,1,-6.48,-0.65,1497.1200000000006,1577.1199999999997,-79.99999999999909,-0.8589607635206787
AAPL,2022-11-23,2025-04-04,147.73,194.86,0,31.9,3.19,1529.0200000000007,1577.1199999999997,-48.099999999999,inf
ACGL,2021-03-10,2025-04-07,36.8,87.35,2,137.37,13.74,1666.3900000000008,1666.3900000000008,0.0,18.664402173913043
ADP,2024-08-09,2025-05-16,261.57,261.57,0,0.0,0.0,1666.3900000000008,1666.3900000000008,0.0,
ACWX,2022-11-17,2025-05-16,44.81,44.81,2,0.0,0.0,1666.3900000000008,1666.3900000000008,0.0,0.0
ACWI,2022-11-17,2025-05-16,85.59,85.59,1,0.0,0.0,1666.3900000000008,1666.3900000000008,0.0,0.0
ADMA,2025-05-13,2025-05-16,20.38,20.38,4,0.0,0.0,1666.3900000000008,1666.3900000000008,0.0,0.0
AAON,2025-05-13,2025-05-16,104.72,104.72,0,0.0,0.0,1666.3900000000008,1666.3900000000008,0.0,
ADSK,2025-05-13,2025-05-16,294.18,294.18,0,0.0,0.0,1666.3900000000008,1666.3900000000008,0.0,
ACIW,2023-11-28,2025-05-16,26.56,26.56,3,0.0,0.0,1666.3900000000008,1666.3900000000008,0.0,0.0
ACGL,2025-05-29,2025-08-15,93.31,93.31,1,0.0,0.0,1666.3900000000008,1666.3900000000008,0.0,0.0
AAXJ,2025-07-01,2025-08-15,82.72,82.72,1,0.0,0.0,1666.3900000000008,1666.3900000000008,0.0,0.0
