symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_%,cumulative_pnl,cum_max,drawdown
ADBE,1989-02-10,1989-05-01,1.32,1.53,75,15.75,1.57,507.31,507.31,0.0
ADSK,1987-04-02,1989-05-03,3.96,4.43,25,11.75,1.17,519.06,519.06,0.0
ADSK,1987-04-03,1989-05-03,3.9,4.43,25,13.25,1.32,532.31,532.31,0.0
ADBE,1989-07-07,1990-02-13,1.43,1.58,69,10.35,1.04,542.66,542.66,0.0
ADBE,1990-04-06,1990-05-02,2.19,2.45,45,11.7,1.17,554.36,554.36,0.0
ADBE,1990-04-10,1990-05-08,2.25,2.52,44,11.88,1.19,566.24,566.24,0.0
ADBE,1990-03-27,1990-05-08,2.29,2.52,43,9.89,0.99,576.13,576.13,0.0
ADBE,1990-03-30,1990-05-08,2.25,2.52,44,11.88,1.19,588.01,588.01,0.0
ADBE,1990-04-03,1990-05-11,2.31,2.63,43,13.76,1.38,601.77,601.77,0.0
ADBE,1990-03-28,1990-05-11,2.39,2.63,41,9.84,0.98,611.61,611.61,0.0
ADBE,1990-03-23,1990-05-11,2.35,2.63,42,11.76,1.18,623.37,623.37,0.0
ADBE,1990-03-22,1990-05-11,2.36,2.63,42,11.34,1.13,634.71,634.71,0.0
ADBE,1990-03-29,1990-05-11,2.32,2.63,43,13.33,1.33,648.0400000000001,648.0400000000001,0.0
ADBE,1990-06-06,1990-06-13,1.92,2.22,40,12.0,1.2,660.0400000000001,660.0400000000001,0.0
ADBE,1990-06-05,1990-06-13,1.95,2.22,40,10.8,1.08,670.84,670.84,0.0
ADBE,1990-06-07,1990-06-15,2.02,2.25,40,9.2,0.92,680.0400000000001,680.0400000000001,0.0
ADBE,1990-05-31,1990-07-09,2.05,2.29,37,8.88,0.89,688.9200000000001,688.9200000000001,0.0
ADBE,1991-01-11,1991-01-22,1.86,2.1,53,12.72,1.27,701.6400000000001,701.6400000000001,0.0
ADBE,1990-06-08,1991-02-07,2.12,2.33,41,8.61,0.86,710.2500000000001,710.2500000000001,0.0
ADBE,1990-06-12,1991-02-07,2.12,2.33,43,9.03,0.9,719.2800000000001,719.2800000000001,0.0
ADBE,1990-06-19,1991-02-07,2.14,2.33,46,8.74,0.87,728.0200000000001,728.0200000000001,0.0
ADBE,1990-06-01,1991-02-07,2.12,2.33,38,7.98,0.8,736.0000000000001,736.0000000000001,0.0
ADBE,1991-01-25,1991-02-07,2.12,2.33,47,9.87,0.99,745.8700000000001,745.8700000000001,0.0
ADBE,1990-06-13,1991-02-11,2.2,2.53,44,14.52,1.45,760.3900000000001,760.3900000000001,0.0
ADBE,1990-06-14,1991-02-11,2.2,2.53,45,14.85,1.48,775.2400000000001,775.2400000000001,0.0
ADBE,1990-05-30,1991-02-12,2.27,2.59,38,12.16,1.22,787.4000000000001,787.4000000000001,0.0
ADBE,1990-06-15,1991-02-12,2.27,2.59,44,14.08,1.41,801.4800000000001,801.4800000000001,0.0
ADBE,1990-06-20,1991-02-12,2.25,2.59,44,14.96,1.5,816.4400000000002,816.4400000000002,0.0
ADSK,1991-02-26,1991-03-08,5.97,6.8,16,13.28,1.33,829.7200000000001,829.7200000000001,0.0
ADSK,1991-02-20,1991-03-08,5.83,6.8,17,16.49,1.65,846.2100000000002,846.2100000000002,0.0
ADSK,1991-03-01,1991-03-11,6.01,6.35,16,5.44,0.54,851.6500000000002,851.6500000000002,0.0
ADBE,1991-03-15,1991-03-21,2.75,3.02,36,9.72,0.97,861.3700000000002,861.3700000000002,0.0
ADSK,1991-03-19,1991-03-27,5.86,6.44,17,9.86,0.99,871.2300000000002,871.2300000000002,0.0
ADBE,1991-03-22,1991-04-03,2.99,3.5,33,16.83,1.68,888.0600000000003,888.0600000000003,0.0
ADSK,1991-03-12,1991-04-17,6.25,7.09,16,13.44,1.34,901.5000000000003,901.5000000000003,0.0
ADSK,1991-03-13,1991-04-17,6.1,7.09,16,15.84,1.58,917.3400000000004,917.3400000000004,0.0
ADSK,1991-04-05,1991-04-17,6.25,7.09,16,13.44,1.34,930.7800000000004,930.7800000000004,0.0
ADSK,1991-03-14,1991-04-18,6.29,6.91,15,9.3,0.93,940.0800000000004,940.0800000000004,0.0
ADSK,1991-03-28,1991-04-18,6.44,6.91,15,7.05,0.7,947.1300000000003,947.1300000000003,0.0
ADSK,1991-04-02,1991-04-18,6.44,6.91,15,7.05,0.7,954.1800000000003,954.1800000000003,0.0
ADSK,1991-04-04,1991-04-18,6.38,6.91,15,7.95,0.8,962.1300000000003,962.1300000000003,0.0
ADSK,1991-04-30,1991-05-07,5.97,6.54,16,9.12,0.91,971.2500000000003,971.2500000000003,0.0
ADSK,1991-05-08,1991-05-10,6.59,6.97,15,5.7,0.57,976.9500000000004,976.9500000000004,0.0
ADSK,1991-05-03,1991-05-10,6.35,6.97,15,9.3,0.93,986.2500000000003,986.2500000000003,0.0
ADSK,1991-05-02,1991-05-10,6.44,6.97,15,7.95,0.79,994.2000000000004,994.2000000000004,0.0
ADSK,1991-05-01,1991-05-10,6.35,6.97,15,9.3,0.93,1003.5000000000003,1003.5000000000003,0.0
ADSK,1991-04-03,1991-05-10,6.54,6.97,15,6.45,0.64,1009.9500000000004,1009.9500000000004,0.0
ADSK,1991-03-26,1991-05-10,6.47,6.97,15,7.5,0.75,1017.4500000000004,1017.4500000000004,0.0
ADBE,1991-05-21,1991-05-29,2.68,3.06,37,14.06,1.41,1031.5100000000004,1031.5100000000004,0.0
ADBE,1991-05-17,1991-05-30,2.71,3.02,36,11.16,1.12,1042.6700000000005,1042.6700000000005,0.0
ADBE,1991-05-22,1991-05-30,2.77,3.02,36,9.0,0.9,1051.6700000000005,1051.6700000000005,0.0
ADSK,1991-03-27,1991-05-31,6.63,7.26,15,9.45,0.94,1061.1200000000006,1061.1200000000006,0.0
ADSK,1991-05-16,1991-05-31,6.75,7.26,14,7.14,0.71,1068.2600000000007,1068.2600000000007,0.0
ADBE,1991-05-23,1991-06-04,2.81,3.12,35,10.85,1.09,1079.1100000000006,1079.1100000000006,0.0
ADBE,1991-08-21,1991-11-14,3.02,3.44,33,13.86,1.39,1092.9700000000005,1092.9700000000005,0.0
ADBE,1991-09-24,1991-11-15,3.08,3.15,32,2.24,0.22,1095.2100000000005,1095.2100000000005,0.0
ADBE,1991-09-25,1991-11-15,3.08,3.15,32,2.24,0.22,1097.4500000000005,1097.4500000000005,0.0
ADI,1992-01-22,1992-02-05,1.21,1.28,82,5.53,0.55,1102.9800000000005,1102.9800000000005,0.0
ADI,1992-02-06,1992-10-22,1.31,1.45,76,10.83,1.08,1113.8100000000004,1113.8100000000004,0.0
ADI,1992-01-31,1992-10-22,1.27,1.45,78,14.62,1.46,1128.4300000000003,1128.4300000000003,0.0
ADI,1992-01-30,1992-10-22,1.25,1.45,79,15.96,1.6,1144.3900000000003,1144.3900000000003,0.0
ADI,1992-01-29,1992-10-22,1.28,1.45,78,13.43,1.34,1157.8200000000004,1157.8200000000004,0.0
ADI,1992-01-28,1992-10-22,1.31,1.45,76,10.83,1.08,1168.6500000000003,1168.6500000000003,0.0
ADI,1992-01-23,1992-10-22,1.31,1.45,76,10.83,1.08,1179.4800000000002,1179.4800000000002,0.0
ADI,1992-01-21,1992-10-22,1.25,1.45,79,15.96,1.6,1195.4400000000003,1195.4400000000003,0.0
ADI,1992-01-17,1992-10-22,1.31,1.45,76,10.83,1.08,1206.2700000000002,1206.2700000000002,0.0
ADI,1992-01-16,1992-10-22,1.3,1.45,77,12.09,1.21,1218.3600000000001,1218.3600000000001,0.0
ADI,1992-01-24,1992-10-22,1.28,1.45,78,13.43,1.34,1231.7900000000002,1231.7900000000002,0.0
ADBE,1993-08-03,1993-08-12,3.01,3.31,33,9.9,0.99,1241.6900000000003,1241.6900000000003,0.0
ADI,1993-10-20,1993-11-12,2.65,3.09,37,16.1,1.61,1257.7900000000002,1257.7900000000002,0.0
ADBE,1993-08-18,1994-01-24,3.1,3.36,32,8.32,0.83,1266.1100000000001,1266.1100000000001,0.0
ADBE,1993-07-20,1994-01-24,3.16,3.36,31,6.2,0.62,1272.3100000000002,1272.3100000000002,0.0
ADBE,1993-08-19,1994-01-24,3.1,3.36,32,8.32,0.83,1280.63,1280.63,0.0
ADBE,1993-07-08,1994-01-28,3.31,3.75,30,13.2,1.32,1293.8300000000002,1293.8300000000002,0.0
ADBE,1994-01-07,1994-01-28,3.26,3.75,30,14.7,1.47,1308.5300000000002,1308.5300000000002,0.0
ADBE,1993-07-07,1994-01-31,3.35,3.66,29,8.99,0.9,1317.5200000000002,1317.5200000000002,0.0
ADBE,1993-07-02,1994-03-14,3.62,4.08,27,12.42,1.24,1329.9400000000003,1329.9400000000003,0.0
ADBE,1993-06-23,1994-03-15,3.69,3.94,27,6.75,0.68,1336.6900000000003,1336.6900000000003,0.0
ADBE,1994-04-07,1994-05-23,3.12,3.56,32,14.08,1.41,1350.7700000000002,1350.7700000000002,0.0
ADBE,1994-04-06,1994-05-24,3.18,3.54,31,11.16,1.12,1361.9300000000003,1361.9300000000003,0.0
ADBE,1994-03-25,1994-05-24,3.21,3.54,31,10.23,1.02,1372.1600000000003,1372.1600000000003,0.0
ADBE,1994-03-23,1994-07-14,3.42,3.75,29,9.57,0.96,1381.7300000000002,1381.7300000000002,0.0
ADBE,1994-03-24,1994-07-14,3.39,3.75,29,10.44,1.04,1392.1700000000003,1392.1700000000003,0.0
ADBE,1994-05-25,1994-08-11,3.52,4.0,28,13.44,1.34,1405.6100000000004,1405.6100000000004,0.0
ADBE,1994-05-24,1994-08-11,3.54,4.0,28,12.88,1.29,1418.4900000000005,1418.4900000000005,0.0
ADBE,1994-03-22,1994-08-11,3.51,4.0,28,13.72,1.37,1432.2100000000005,1432.2100000000005,0.0
ADBE,1994-03-17,1994-08-11,3.6,4.0,27,10.8,1.08,1443.0100000000004,1443.0100000000004,0.0
ADBE,1994-05-26,1994-08-11,3.48,4.0,28,14.56,1.46,1457.5700000000004,1457.5700000000004,0.0
ADBE,1994-03-18,1994-08-15,3.69,3.98,27,7.83,0.78,1465.4000000000003,1465.4000000000003,0.0
ADBE,1993-06-24,1994-09-16,3.78,4.22,26,11.44,1.14,1476.8400000000004,1476.8400000000004,0.0
ADBE,1993-06-22,1994-09-21,3.9,4.22,25,8.0,0.8,1484.8400000000004,1484.8400000000004,0.0
ADBE,1994-10-07,1994-10-14,4.13,4.44,24,7.44,0.74,1492.2800000000004,1492.2800000000004,0.0
ADSK,1995-01-25,1995-02-07,7.99,8.61,12,7.44,0.74,1499.7200000000005,1499.7200000000005,0.0
ADBE,1995-01-10,1995-02-17,3.77,4.17,26,10.4,1.04,1510.1200000000006,1510.1200000000006,0.0
ADBE,1995-01-12,1995-02-17,3.77,4.17,26,10.4,1.04,1520.5200000000007,1520.5200000000007,0.0
ADBE,1995-01-11,1995-02-22,3.83,4.42,26,15.34,1.53,1535.8600000000006,1535.8600000000006,0.0
ADBE,1994-12-21,1995-02-22,3.83,4.42,26,15.34,1.53,1551.2000000000005,1551.2000000000005,0.0
ADSK,1995-01-27,1995-02-24,8.48,9.66,11,12.98,1.3,1564.1800000000005,1564.1800000000005,0.0
ADSK,1995-01-26,1995-02-24,8.48,9.66,11,12.98,1.3,1577.1600000000005,1577.1600000000005,0.0
ADSK,1995-01-24,1995-02-24,8.48,9.66,11,12.98,1.3,1590.1400000000006,1590.1400000000006,0.0
ADSK,1995-01-20,1995-02-27,8.73,9.6,11,9.57,0.96,1599.7100000000005,1599.7100000000005,0.0
ADSK,1995-01-17,1995-03-16,9.04,10.29,11,13.75,1.38,1613.4600000000005,1613.4600000000005,0.0
ADBE,1995-03-30,1995-04-13,5.94,6.53,16,9.44,0.94,1622.9000000000005,1622.9000000000005,0.0
ADBE,1995-04-07,1995-04-13,5.92,6.53,16,9.76,0.98,1632.6600000000005,1632.6600000000005,0.0
ADBE,1995-03-31,1995-04-26,6.0,6.74,16,11.84,1.18,1644.5000000000005,1644.5000000000005,0.0
ADBE,1995-04-04,1995-04-26,5.95,6.74,16,12.64,1.26,1657.1400000000006,1657.1400000000006,0.0
ADBE,1995-04-11,1995-04-26,6.19,6.74,16,8.8,0.88,1665.9400000000005,1665.9400000000005,0.0
ADSK,1995-04-26,1995-05-16,8.67,9.54,11,9.57,0.96,1675.5100000000004,1675.5100000000004,0.0
ADBE,1995-09-15,1995-09-20,5.75,6.59,17,14.28,1.43,1689.7900000000004,1689.7900000000004,0.0
ADBE,1995-09-13,1995-10-25,6.03,6.91,16,14.08,1.41,1703.8700000000003,1703.8700000000003,0.0
ADBE,1995-09-12,1995-10-25,6.08,6.91,16,13.28,1.33,1717.1500000000003,1717.1500000000003,0.0
ADBE,1995-09-19,1995-10-26,6.2,6.57,16,5.92,0.59,1723.0700000000004,1723.0700000000004,0.0
ADBE,1995-09-14,1995-10-26,6.13,6.57,16,7.04,0.7,1730.1100000000004,1730.1100000000004,0.0
ADBE,1995-09-01,1995-10-26,6.25,6.57,16,5.12,0.51,1735.2300000000002,1735.2300000000002,0.0
ADBE,1995-08-31,1995-10-26,6.11,6.57,16,7.36,0.74,1742.5900000000001,1742.5900000000001,0.0
ADBE,1995-09-07,1995-10-31,6.34,6.96,15,9.3,0.93,1751.89,1751.89,0.0
ADBE,1995-09-06,1995-10-31,6.29,6.96,15,10.05,1.0,1761.94,1761.94,0.0
ADBE,1995-09-22,1995-10-31,6.3,6.96,15,9.9,0.99,1771.8400000000001,1771.8400000000001,0.0
ADBE,1995-09-08,1995-10-31,6.29,6.96,15,10.05,1.0,1781.89,1781.89,0.0
ADBE,1995-11-21,1995-11-28,7.18,8.4,13,15.86,1.59,1797.75,1797.75,0.0
ADBE,1995-11-22,1995-11-29,7.22,8.36,13,14.82,1.48,1812.57,1812.57,0.0
ADBE,1995-11-14,1995-11-29,7.5,8.36,13,11.18,1.12,1823.75,1823.75,0.0
ADBE,1995-11-15,1995-11-29,7.54,8.36,13,10.66,1.07,1834.41,1834.41,0.0
ADBE,1995-11-16,1995-12-05,7.7,8.81,12,13.32,1.33,1847.73,1847.73,0.0
ADBE,1995-11-17,1995-12-05,7.68,8.81,13,14.69,1.47,1862.42,1862.42,0.0
ADBE,1995-11-28,1995-12-06,7.94,8.62,12,8.16,0.82,1870.5800000000002,1870.5800000000002,0.0
ADBE,1995-12-19,1995-12-22,7.07,7.82,14,10.5,1.05,1881.0800000000002,1881.0800000000002,0.0
ADBE,1995-12-27,1999-05-11,7.88,8.97,12,13.08,1.31,1894.16,1894.16,0.0
ADBE,1995-12-22,1999-05-11,7.88,8.97,12,13.08,1.31,1907.24,1907.24,0.0
ADBE,1995-12-20,1999-05-11,7.85,8.97,12,13.44,1.34,1920.68,1920.68,0.0
ADBE,1995-12-15,1999-05-11,8.06,8.97,12,10.92,1.09,1931.6000000000001,1931.6000000000001,0.0
ADBE,1995-12-21,1999-05-11,7.79,8.97,12,14.16,1.42,1945.7600000000002,1945.7600000000002,0.0
ADBE,1995-12-01,1999-05-19,8.34,9.68,11,14.74,1.47,1960.5000000000002,1960.5000000000002,0.0
ADBE,1995-11-30,1999-05-19,8.37,9.68,11,14.41,1.44,1974.9100000000003,1974.9100000000003,0.0
ADBE,1995-12-07,1999-05-20,8.68,9.97,11,14.19,1.42,1989.1000000000004,1989.1000000000004,0.0
ADBE,1995-12-08,1999-05-20,8.43,9.97,11,16.94,1.69,2006.0400000000004,2006.0400000000004,0.0
ADBE,1995-11-29,1999-05-20,8.4,9.97,11,17.27,1.73,2023.3100000000004,2023.3100000000004,0.0
ADI,1999-10-01,1999-10-07,19.53,21.42,5,9.46,0.95,2032.7700000000004,2032.7700000000004,0.0
ADI,1999-10-15,1999-11-08,19.86,22.25,5,11.94,1.19,2044.7100000000005,2044.7100000000005,0.0
ADI,1999-10-14,1999-11-08,19.9,22.25,5,11.75,1.17,2056.4600000000005,2056.4600000000005,0.0
ADI,1999-10-19,1999-11-09,19.94,21.24,5,6.46,0.65,2062.9200000000005,2062.9200000000005,0.0
ADI,1999-11-10,1999-11-12,21.02,23.23,4,8.81,0.88,2071.7300000000005,2071.7300000000005,0.0
ADI,1999-10-13,1999-11-12,20.93,23.23,4,9.17,0.92,2080.9000000000005,2080.9000000000005,0.0
ADI,1999-10-08,1999-11-12,20.42,23.23,4,11.24,1.12,2092.1400000000003,2092.1400000000003,0.0
ADI,1999-10-07,1999-11-12,21.77,23.23,4,5.83,0.58,2097.9700000000003,2097.9700000000003,0.0
ADI,1999-10-06,1999-11-12,21.16,23.23,4,8.24,0.82,2106.21,2106.21,0.0
ADI,1999-10-05,1999-11-12,20.95,23.23,4,9.09,0.91,2115.3,2115.3,0.0
ADI,1999-09-24,1999-11-12,20.98,23.23,4,9.0,0.9,2124.3,2124.3,0.0
ADI,1999-10-12,1999-11-12,21.73,23.23,4,6.0,0.6,2130.3,2130.3,0.0
ADI,1999-11-24,1999-12-03,20.98,26.08,4,20.42,2.04,2150.7200000000003,2150.7200000000003,0.0
ADI,1999-11-30,1999-12-03,22.1,26.08,4,15.92,1.59,2166.6400000000003,2166.6400000000003,0.0
ADI,1999-12-01,1999-12-03,22.1,26.08,4,15.92,1.59,2182.5600000000004,2182.5600000000004,0.0
ADI,1999-11-23,1999-12-03,21.26,26.08,4,19.27,1.93,2201.8300000000004,2201.8300000000004,0.0
ADI,1999-11-11,1999-12-03,22.66,26.08,4,13.67,1.37,2215.5000000000005,2215.5000000000005,0.0
ADI,1999-11-18,1999-12-03,22.1,26.08,4,15.92,1.59,2231.4200000000005,2231.4200000000005,0.0
ADI,1999-11-09,1999-12-03,22.48,26.08,4,14.41,1.44,2245.8300000000004,2245.8300000000004,0.0
ADI,1999-11-19,1999-12-03,22.25,26.08,4,15.34,1.53,2261.1700000000005,2261.1700000000005,0.0
ADSK,1999-11-30,1999-12-06,7.06,8.18,14,15.68,1.57,2276.8500000000004,2276.8500000000004,0.0
ADSK,1999-12-01,1999-12-06,7.3,8.18,13,11.44,1.14,2288.2900000000004,2288.2900000000004,0.0
ADBE,1999-12-08,1999-12-20,14.96,16.23,6,7.62,0.76,2295.9100000000003,2295.9100000000003,0.0
ADI,1999-12-10,1999-12-20,26.41,28.84,3,7.31,0.73,2303.2200000000003,2303.2200000000003,0.0
ADI,1999-12-08,1999-12-22,27.32,30.14,3,8.43,0.84,2311.65,2311.65,0.0
ADI,1999-12-09,1999-12-22,27.26,30.14,3,8.63,0.86,2320.28,2320.28,0.0
ADI,1999-12-07,1999-12-29,27.91,33.22,3,15.93,1.59,2336.21,2336.21,0.0
ADI,1999-12-21,1999-12-30,28.91,33.88,3,14.91,1.49,2351.12,2351.12,0.0
ADI,1999-12-23,2000-01-03,30.86,33.78,3,8.76,0.88,2359.88,2359.88,0.0
ADBE,2000-01-04,2000-02-07,15.68,19.18,6,21.0,2.1,2380.88,2380.88,0.0
ADBE,1999-12-31,2000-02-07,16.43,19.18,6,16.5,1.65,2397.38,2397.38,0.0
ADBE,1999-12-30,2000-02-07,16.36,19.18,6,16.92,1.69,2414.3,2414.3,0.0
ADBE,1999-12-10,2000-02-07,16.65,19.18,6,15.18,1.52,2429.48,2429.48,0.0
ADBE,1999-12-21,2000-02-07,16.23,19.18,6,17.7,1.77,2447.18,2447.18,0.0
ADBE,1999-12-23,2000-02-08,17.16,20.84,5,18.4,1.84,2465.58,2465.58,0.0
ADSK,1999-12-09,2000-02-08,7.8,9.79,12,23.88,2.39,2489.46,2489.46,0.0
ADBE,1999-12-09,2000-02-08,17.25,20.84,5,17.95,1.8,2507.41,2507.41,0.0
ADSK,1999-12-08,2000-02-08,8.13,9.79,12,19.92,1.99,2527.33,2527.33,0.0
ADSK,1999-12-07,2000-02-08,8.18,9.79,12,19.32,1.93,2546.65,2546.65,0.0
ADBE,2000-02-08,2000-02-10,19.3,22.7,5,17.0,1.7,2563.65,2563.65,0.0
ADI,2000-02-10,2000-02-17,42.99,52.82,2,19.66,1.97,2583.31,2583.31,0.0
ADBE,2000-02-10,2000-02-17,21.54,25.27,4,14.92,1.49,2598.23,2598.23,0.0
ADI,2000-02-09,2000-02-17,42.96,52.82,2,19.73,1.97,2617.96,2617.96,0.0
ADBE,2000-02-09,2000-02-17,20.87,25.27,4,17.6,1.76,2635.56,2635.56,0.0
ADBE,2000-02-11,2000-02-18,22.39,24.45,4,8.24,0.82,2643.7999999999997,2643.7999999999997,0.0
ADI,2000-02-11,2000-02-18,44.2,50.86,2,13.3,1.33,2657.1,2657.1,0.0
ADI,2000-02-08,2000-02-18,44.91,50.86,2,11.89,1.19,2668.99,2668.99,0.0
ADSK,2000-02-23,2000-02-25,9.11,11.89,10,27.8,2.78,2696.79,2696.79,0.0
ADSK,2000-02-08,2000-02-25,9.14,11.89,10,27.5,2.75,2724.29,2724.29,0.0
ADI,2000-02-18,2000-02-25,52.82,58.77,1,5.94,0.59,2730.23,2730.23,0.0
ADI,2000-02-23,2000-02-25,53.82,58.77,1,4.94,0.49,2735.17,2735.17,0.0
ADSK,2000-02-09,2000-02-28,9.66,11.29,10,16.3,1.63,2751.4700000000003,2751.4700000000003,0.0
ADSK,2000-02-10,2000-02-28,9.49,11.29,10,18.0,1.8,2769.4700000000003,2769.4700000000003,0.0
ADSK,2000-02-18,2000-02-28,9.55,11.29,10,17.4,1.74,2786.8700000000003,2786.8700000000003,0.0
ADI,2000-02-29,2000-03-07,58.81,61.81,1,3.0,0.3,2789.8700000000003,2789.8700000000003,0.0
ADI,2000-03-01,2000-03-07,59.56,61.81,1,2.25,0.22,2792.1200000000003,2792.1200000000003,0.0
ADSK,2000-02-29,2000-03-10,11.15,13.6,8,19.6,1.96,2811.7200000000003,2811.7200000000003,0.0
ADSK,2000-03-01,2000-03-10,11.06,13.6,9,22.86,2.29,2834.5800000000004,2834.5800000000004,0.0
ADBE,2000-03-08,2000-03-17,20.3,21.82,3,4.56,0.46,2839.1400000000003,2839.1400000000003,0.0
ADBE,2000-03-21,2000-03-23,21.79,26.52,3,14.19,1.42,2853.3300000000004,2853.3300000000004,0.0
ADBE,2000-03-14,2000-03-23,21.77,26.52,4,19.0,1.9,2872.3300000000004,2872.3300000000004,0.0
ADI,2000-03-08,2000-03-23,61.81,67.81,1,6.0,0.6,2878.3300000000004,2878.3300000000004,0.0
ADBE,2000-03-02,2000-03-24,23.95,26.93,4,11.92,1.19,2890.2500000000005,2890.2500000000005,0.0
ADBE,2000-02-23,2000-03-27,24.26,28.28,4,16.08,1.61,2906.3300000000004,2906.3300000000004,0.0
ADBE,2000-02-29,2000-03-28,24.88,27.66,4,11.12,1.11,2917.4500000000003,2917.4500000000003,0.0
ADBE,2000-02-24,2000-03-28,25.16,27.66,3,7.5,0.75,2924.9500000000003,2924.9500000000003,0.0
ADBE,2000-02-18,2000-03-28,25.54,27.66,3,6.36,0.64,2931.3100000000004,2931.3100000000004,0.0
ADBE,2000-03-01,2000-03-28,25.43,27.66,3,6.69,0.67,2938.0000000000005,2938.0000000000005,0.0
ADBE,2000-03-24,2000-04-10,26.29,29.16,3,8.61,0.86,2946.6100000000006,2946.6100000000006,0.0
ADBE,2000-03-29,2000-04-10,27.62,29.16,3,4.62,0.46,2951.2300000000005,2951.2300000000005,0.0
ADBE,2000-03-28,2000-04-10,28.06,29.16,3,3.3,0.33,2954.5300000000007,2954.5300000000007,0.0
ADBE,2000-04-11,2000-05-02,28.56,28.75,3,0.57,0.06,2955.100000000001,2955.100000000001,0.0
ADI,2000-04-11,2000-06-02,53.2,66.68,1,13.48,1.35,2968.580000000001,2968.580000000001,0.0
ADBE,2000-05-03,2000-06-06,28.8,28.79,2,-0.02,-0.0,2968.560000000001,2968.580000000001,-0.01999999999998181
