Date,Open,High,Low,Close,Volume,SMA150,ATR10,Return_3D,AvgVolume50,ATR_Ratio,setup
2007-10-30,12.62,12.62,12.62,12.62,0,,0.0,,,0.0,0
2007-10-31,19.722,22.672,18.956,19.949,13034421,,0.0,,,0.0,0
2007-11-01,19.997,20.115,17.812,18.853,4139872,,0.0,,,0.0,0
2007-11-02,19.57,19.57,18.578,19.406,902191,,0.0,0.5377179080824088,,0.0,0
2007-11-05,18.182,18.498,16.471,18.066,1589609,,0.0,-0.09439069627550267,,0.0,0
2007-11-06,17.591,17.867,15.896,16.992,1044233,,0.0,-0.0987110804646476,,0.0,0
2007-11-07,15.706,16.163,14.6,15.468,918257,,0.0,-0.20292692981552096,,0.0,0
2007-11-08,14.592,14.971,14.197,14.822,830103,,0.0,-0.17956382154323036,,0.0,0
2007-11-09,14.197,14.987,13.245,14.753,682284,,0.0,-0.13176789077212814,,0.0,0
2007-11-12,14.245,16.037,13.804,15.571,581281,,2.6089999999999995,0.006658908714765932,,0.16755507032303638,0
2007-11-13,15.601,16.375,15.092,16.069,514964,,2.4763999999999995,0.08413169612737814,,0.15411039890472336,0
2007-11-14,16.11,17.494,15.066,15.186,310782,,2.4715599999999993,0.029349962719446898,,0.1627525352298169,0
2007-11-15,14.987,14.987,14.197,14.197,371800,,2.3233039999999994,-0.0882409607603879,,0.1636475311685567,0
2007-11-16,14.197,14.308,13.411,13.63,244426,,2.1806735999999995,-0.15178293608811988,,0.15999072633895814,0
2007-11-19,13.535,13.535,12.228,12.542,779573,,2.1028062399999996,-0.17410773080468855,,0.16766115771009404,0
2007-11-20,12.62,13.143,11.027,11.027,518274,,2.1041256159999997,-0.22328660984715076,,0.19081578090142376,0
2007-11-21,10.254,10.476,9.4653,10.254,932858,,2.0498830544,-0.24768892149669852,,0.19991057678954555,0
2007-11-23,10.476,12.985,10.411,12.526,272201,,2.1179947489599997,-0.00127571360229628,,0.16908787713236467,0
2007-11-26,12.779,14.01,12.197,13.948,331901,,2.0874952740639996,0.2648952570962184,,0.1496626953014052,0
2007-11-27,13.126,14.056,12.978,13.883,168466,,1.9865457466575998,0.3539106690072167,,0.1430919647524022,0
2007-11-28,13.519,14.848,13.497,14.592,254404,,1.9229911719918398,0.16493693118313923,,0.1317839344840899,0
2007-11-29,14.398,14.554,13.78,14.554,107454,,1.811892054792656,0.043447089188414,,0.12449443828450295,0
2007-11-30,14.659,14.848,12.905,14.16,300994,,1.8250028493133907,0.019952459842973447,,0.12888438201365754,0
2007-12-03,14.042,14.042,13.253,13.411,118278,,1.733202564382052,-0.0809347587719299,,0.1292373845635711,0
2007-12-04,13.411,13.411,12.716,13.015,170637,,1.6293823079438468,-0.10574412532637079,,0.1251926475561926,0
2007-12-05,13.253,13.591,13.015,13.023,62087,,1.5240440771494619,-0.08029661016949152,,0.11702711181367288,0
2007-12-06,13.04,13.307,12.914,13.118,58792,,1.4109396694345158,-0.021847736932368855,,0.10755752930587861,0
2007-12-07,12.944,14.089,12.944,13.614,125503,,1.3843457024910641,0.04602381867076444,,0.10168544898568121,0
2007-12-10,13.411,14.197,13.411,13.883,78481,,1.3245111322419576,0.06603701144129603,,0.09540525334884087,0
2007-12-11,13.804,15.738,13.804,14.909,346609,,1.3854600190177617,0.13652995883518826,,0.0929277630302342,0
2007-12-12,15.116,15.129,14.522,14.753,71473,,1.3076140171159856,0.08366387542235931,,0.08863377056300316,0
2007-12-13,14.493,14.493,13.598,13.606,133836,,1.292352615404387,-0.019952459842973336,,0.09498402288728407,0
2007-12-14,14.815,14.987,12.526,12.532,549980,,1.4092173538639483,-0.15943389898718896,,0.11244951754420271,0
2007-12-17,12.394,12.612,10.933,11.027,489148,,1.4361956184775535,-0.2525588015996747,,0.13024354933141866,0
2007-12-18,11.73,11.833,11.209,11.437,385528,,1.3731760566297981,-0.1594149639864766,,0.1200643574914574,0
2007-12-19,11.192,11.91,11.091,11.105,69779,,1.3177584509668185,-0.11386849664857956,,0.118663525526053,0
2007-12-20,11.044,11.35,10.169,10.554,303938,,1.3040826058701367,-0.04289471297723757,,0.12356287719065157,0
2007-12-21,11.011,11.244,10.254,10.49,405506,,1.272674345283123,-0.08280143394246742,,0.12132262586111754,0
2007-12-24,11.044,12.102,10.767,11.244,206826,,1.3066069107548108,0.012516884286357444,,0.11620481241149154,0
2007-12-26,11.51,11.833,11.068,11.786,150959,,1.2524462196793298,0.11673299223043387,,0.10626558795853808,0
2007-12-27,11.762,11.762,11.244,11.357,135896,,1.1814015977113967,0.08265014299332685,,0.10402409066755278,0
2007-12-28,11.627,11.627,11.003,11.044,203778,,1.125661437940257,-0.017787264318747664,,0.10192515736510838,0
2007-12-31,11.305,12.818,10.982,12.423,314114,,1.1966952941462314,0.05404717461394881,,0.09632901023474454,0
2008-01-02,12.345,12.376,11.244,11.437,172855,,1.1949257647316083,0.0070441137624372985,,0.10447895118751493,0
2008-01-03,11.342,11.494,10.46,11.044,493327,,1.1788331882584473,0.0,,0.10673969469924369,0
2008-01-04,11.121,11.121,10.49,10.656,75924,,1.1240498694326027,-0.1422361748369958,,0.10548516041972622,0
2008-01-07,10.846,11.244,10.697,11.226,292365,,1.0704448824893424,-0.01844889394071858,,0.0953540782548853,0
2008-01-08,11.052,11.612,11.044,11.392,73919,,1.020200394240408,0.031510322346975705,,0.08955410764048527,0
2008-01-09,11.357,11.658,11.244,11.518,201815,,0.9595803548163673,0.0808933933933933,,0.08331136957947276,0
2008-01-10,11.518,11.73,11.314,11.674,116328,,0.9052223193347306,0.03990735791911626,692760.58,0.07754174398961201,0
2008-01-11,11.833,11.833,11.052,11.176,364032,,0.8928000874012577,-0.018960674157303292,700041.22,0.07988547668228863,0
2008-01-14,11.06,11.06,9.898,10.16,443722,,0.931320078661132,-0.11790241361347464,448227.24,0.09166536207294607,0
2008-01-15,9.949,10.239,7.7551,8.1091,1196234,,1.086578070795019,-0.30537090971389413,389354.48,0.13399490335487527,0
2008-01-16,7.8165,8.2844,7.7308,7.8091,412132,,1.033280263715517,-0.3012616320687187,379553.3,0.1323174583134442,0
2008-01-17,7.9678,8.4003,7.8165,8.0296,281080,,0.9890722373439651,-0.20968503937007876,353382.72,0.1231782700687413,0
2008-01-18,7.9277,9.2993,7.9277,8.8035,201033,,1.0273250136095686,0.0856321909953015,336518.72,0.11669506600892471,0
2008-01-22,7.6515,8.4721,6.713,8.2195,136485,,1.1336425122486116,0.05255407153193081,320883.28,0.13792110374701766,0
2008-01-23,7.5887,9.057,7.5728,8.6443,147273,,1.1686982610237504,0.07655424927767251,307226.68,0.13519871603527764,0
2008-01-24,8.7147,9.1422,8.6071,9.0721,59692,,1.1053384349213755,0.030510592378031554,294774.84,0.12183931338073604,0
2008-01-25,9.1518,10.003,9.1518,9.869,170141,,1.087894591429238,0.2006813066488229,286552.04,0.11023351823175985,0
2008-01-28,9.4888,9.954,9.4339,9.819,107375,,1.0311151322863144,0.13589301620721184,278400.26,0.10501223467627195,0
2008-01-29,10.373,10.373,9.568,9.576,216663,,1.008503619057683,0.055543920371248,276517.88,0.10531574969274049,0
2008-01-30,9.3712,9.3712,8.6786,8.82,99758,,0.9973932571519148,-0.10629243084405715,271077.04,0.11308313573150962,0
2008-01-31,8.6786,8.7229,8.3626,8.4721,254498,,0.9433939314367233,-0.13717282819024357,271278.48,0.11135302126234622,0
2008-02-01,8.6786,8.6786,8.2428,8.5432,160100,,0.8926345382930508,-0.10785296574770253,258889.02,0.10448479940690265,0
2008-02-04,9.0315,9.1805,8.6145,8.82,208602,,0.8671010844637458,0.0,252695.58,0.0983107805514451,0
2008-02-05,8.6786,8.7075,8.3626,8.3626,194335,,0.8261309760173713,-0.012924776619728129,237925.12,0.09878877095847838,0
2008-02-06,8.3626,8.4791,8.2844,8.3704,99429,,0.7629878784156342,-0.020226612978743397,234469.68,0.09115309643692467,0
2008-02-07,8.465,8.465,8.205,8.3053,43740,,0.7126890905740708,-0.0583560090702947,228706.46,0.08581136028488685,0
2008-02-08,8.4065,8.4065,8.0853,8.1015,57167,,0.6735401815166637,-0.031222347116925397,226480.48,0.08313771295644803,0
