Date,Open,High,Low,Close,AdjClose,Volume,ATR10,ATR20,ATR40,ATR50,SMA25,SMA50,SMA100,SMA150,SMA200,ROC200,RSI3,RSI4,ADX7,DollarVolume20,DollarVolume50,AvgVolume50,ATR_Ratio,ATR_Pct,Return_3D,6D_Return,UpTwoDays,TwoDayUp,HV20,min_50,max_70,setup
2021-12-06,1.0,1.4,0.8401,1.0,1.0,1261996,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,False,False,,,,0
2021-12-07,0.95,1.07,0.7602,0.88,0.88,414453,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,False,False,,,,0
2021-12-08,0.9499,0.9499,0.8011,0.82,0.82,114911,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,,0.0,0.0,,,False,False,,,,0
2021-12-09,0.77,0.8747,0.69,0.695,0.695,207007,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,-0.30500000000000005,,False,False,,,,0
2021-12-10,0.755,0.8,0.6751,0.7898,0.7898,236825,0.0,0.0,0.0,0.0,,,,,,,39.44156804733727,34.73481725748832,0.0,,,,0.0,0.0,-0.10250000000000004,,False,False,,,,0
2021-12-13,1.0,1.0,0.7501,0.7501,0.7501,304376,0.0,0.0,0.0,0.0,,,,,,,31.60995128095881,29.09239700278752,0.0,,,,0.0,0.0,-0.08524390243902435,,False,False,,,,0
2021-12-14,0.7601,0.77,0.6822,0.6999,0.6999,90312,0.0,0.0,0.0,0.0,,,,,,,22.96202599779315,22.837717566599977,0.0,,,,0.0,0.0,0.007050359712230225,-0.3001,False,False,,,,0
2021-12-15,0.7,0.7,0.6263,0.63,0.63,138943,0.0,0.0,0.0,0.0,,,,,,,14.61231008342736,16.322548245928687,0.0,,,,0.0,0.0,-0.20232970372246128,-0.284090909090909,False,False,,,,0
2021-12-16,0.67,0.67,0.56,0.6,0.6,52579,0.0,0.0,0.0,0.0,,,,,,,11.840482390023295,14.031836964044658,0.0,,,,0.0,0.0,-0.20010665244634052,-0.2682926829268293,False,False,,,,0
2021-12-17,0.59,0.65,0.58,0.5801,0.5801,79902,0.19195,0.0,0.0,0.0,,,,,,,9.960508050702929,12.482472566035298,0.0,,,,0.3308912256507499,0.3308912256507499,-0.1711673096156594,-0.1653237410071942,False,False,,,,0
2021-12-20,0.5601,0.6001,0.56,0.6,0.6,119185,0.176765,0.0,0.0,0.0,,,,,,,27.27975863645331,23.713634821255567,0.0,,,,0.29460833333333336,0.2946083333333333,-0.04761904761904767,-0.2403140035452012,False,False,,,,0
2021-12-21,0.6,0.6,0.5501,0.57,0.57,57944,0.16407850000000002,0.0,0.0,0.0,,,,,,,19.010732715558035,18.85100609940304,0.0,,,,0.28785701754385973,0.2878570175438597,-0.050000000000000044,-0.2401013198240235,False,False,,,,0
2021-12-22,0.55,0.5899,0.5499,0.56,0.56,25844,0.15167065000000002,0.0,0.0,0.0,,,,,,,16.50868136104458,17.276493745667537,0.0,,,,0.2708404464285714,0.2708404464285714,-0.03464919841406633,-0.1998856979568508,False,False,,,,0
2021-12-23,0.57,0.583,0.5601,0.5801,0.5801,0,0.138803585,0.0,0.0,0.0,,,,,,,40.22722811521174,32.40684614954026,35.365368229159,,,,0.23927527150491298,0.2392752715049129,-0.03316666666666668,-0.0792063492063492,False,False,,,,0
2021-12-27,0.635,0.645,0.53,0.5408,0.5408,48016,0.1364232265,0.0,0.0,0.0,,,,,,,21.944059144054734,21.94365261247387,31.59185722406458,,,,0.2522618833210059,0.2522618833210059,-0.05122807017543862,-0.0986666666666666,False,False,,,,0
