Date,Open,High,Low,Close,Volume,SMA150,ATR10,Return_3D,AvgVolume50,ATR_Ratio,setup
1997-05-16,0.0985,0.099,0.0855,0.0865,294000000,,0.0,,,0.0,0
1997-05-19,0.088,0.0885,0.081,0.0855,122136000,,0.0,,,0.0,0
1997-05-20,0.0865,0.0875,0.082,0.082,109344000,,0.0,,,0.0,0
1997-05-21,0.082,0.0825,0.069,0.0715,377064000,,0.0,-0.17341040462427748,,0.0,0
1997-05-22,0.072,0.0725,0.0655,0.07,235536000,,0.0,-0.18128654970760227,,0.0,0
1997-05-23,0.0705,0.076,0.0665,0.075,318744000,,0.0,-0.08536585365853666,,0.0,0
1997-05-27,0.0755,0.0825,0.073,0.079,173952000,,0.0,0.104895104895105,,0.0,0
1997-05-28,0.081,0.082,0.0765,0.0765,91488000,,0.0,0.09285714285714275,,0.0,0
1997-05-29,0.077,0.077,0.074,0.0755,69456000,,0.0,0.006666666666666599,,0.0,0
1997-05-30,0.075,0.0755,0.074,0.075,51888000,,0.007599999999999998,-0.05063291139240511,,0.10133333333333332,0
1997-06-02,0.0755,0.0765,0.075,0.0755,11832000,,0.006989999999999999,-0.013071895424836666,,0.09258278145695363,0
1997-06-03,0.0765,0.0765,0.074,0.074,23664000,,0.006541,-0.019867549668874163,,0.0883918918918919,0
1997-06-04,0.074,0.0745,0.07,0.071,61608000,,0.006336899999999998,-0.053333333333333344,,0.08925211267605632,0
1997-06-05,0.071,0.077,0.069,0.077,113448000,,0.006503209999999998,0.019867549668874274,,0.0844572727272727,0
1997-06-06,0.076,0.0855,0.0755,0.083,156144000,,0.006852888999999998,0.12162162162162171,,0.08256492771084335,0
1997-06-09,0.083,0.0855,0.083,0.0845,47040000,,0.006417600099999999,0.19014084507042273,,0.07594793017751478,0
1997-06-10,0.0855,0.0855,0.0765,0.079,109176000,,0.0066758400899999985,0.025974025974025983,,0.08450430493670884,0
1997-06-11,0.0795,0.08,0.0765,0.077,23760000,,0.006358256081,-0.07228915662650603,,0.0825747542987013,0
1997-06-12,0.079,0.0825,0.0775,0.08,32640000,,0.006272430472900001,-0.053254437869822535,,0.07840538091125002,0
1997-06-13,0.081,0.081,0.079,0.079,13872000,,0.005845187425610001,0.0,,0.07398971424822787,0
1997-06-16,0.08,0.08,0.078,0.0785,18264000,,0.005460668683049001,0.01948051948051943,,0.06956265838278983,0
1997-06-17,0.08,0.08,0.0745,0.0755,94128000,,0.0054646018147441015,-0.05625000000000002,,0.07237883198336559,0
1997-06-18,0.076,0.077,0.075,0.0755,49296000,,0.0051181416332696916,-0.044303797468354444,,0.06778995540754558,0
1997-06-19,0.0755,0.0765,0.075,0.0755,20064000,,0.004756327469942723,-0.03821656050955413,,0.06299771483367846,0
1997-06-20,0.0765,0.0775,0.075,0.0765,67752000,,0.004530694722948451,0.013245033112582849,,0.05922476762024119,0
1997-06-23,0.077,0.077,0.074,0.075,20952000,,0.004377625250653607,-0.0066225165562914245,,0.058368336675381424,0
1997-06-24,0.0755,0.0765,0.074,0.0755,15024000,,0.0041898627255882465,0.0,,0.05549487053759267,0
1997-06-25,0.0765,0.0765,0.0745,0.0755,42120000,,0.003970876453029422,-0.013071895424836666,,0.05259439010634996,0
1997-06-26,0.076,0.076,0.0755,0.0755,63792000,,0.00362378880772648,0.006666666666666599,,0.04799720275134411,0
1997-06-27,0.076,0.076,0.074,0.0745,23760000,,0.0034614099269538326,-0.013245033112582849,,0.04646187821414541,0
1997-06-30,0.0755,0.08,0.074,0.077,54936000,,0.00371526893425845,0.019867549668874274,,0.04825024589946039,0
1997-07-01,0.077,0.077,0.0755,0.076,25848000,,0.003493742040832605,0.0066225165562914245,,0.04597029001095533,0
1997-07-02,0.076,0.0795,0.0755,0.0795,77640000,,0.0035443678367493444,0.06711409395973167,,0.044583243229551504,0
1997-07-03,0.08,0.096,0.0795,0.0955,251544000,,0.00483993105307441,0.2402597402597404,,0.050679906314915285,0
1997-07-07,0.0915,0.101,0.0915,0.1,161064000,,0.00530593794776697,0.3157894736842106,,0.0530593794776697,0
1997-07-08,0.102,0.1165,0.102,0.115,310344000,,0.006425344152990273,0.4465408805031448,,0.055872557852089326,0
1997-07-09,0.115,0.1195,0.1135,0.116,165240000,,0.006382809737691245,0.2146596858638743,,0.055024221876648655,0
1997-07-10,0.1165,0.1285,0.1165,0.128,181032000,,0.00699452876392212,0.28,,0.05464475596814156,0
1997-07-11,0.126,0.126,0.1105,0.1145,210624000,,0.008045075887529908,-0.004347826086956497,,0.07026267150681142,0
1997-07-14,0.116,0.1165,0.1055,0.107,92088000,,0.008340568298776918,-0.07758620689655182,,0.07794923643716746,0
1997-07-15,0.107,0.124,0.107,0.122,185496000,,0.009206511468899226,-0.046875,,0.07546320876146906,0
1997-07-16,0.1225,0.1245,0.115,0.1165,60480000,,0.009235860322009303,0.017467248908296984,,0.0792777710043717,0
1997-07-17,0.117,0.117,0.108,0.111,63384000,,0.009212274289808375,0.03738317757009346,,0.08299346207034572,0
1997-07-18,0.1095,0.111,0.108,0.108,15600000,,0.008591046860827537,-0.11475409836065575,,0.07954673019284757,0
1997-07-21,0.109,0.11,0.1075,0.109,11496000,,0.007981942174744783,-0.06437768240343356,,0.07322882729123655,0
1997-07-22,0.1085,0.1095,0.103,0.107,31272000,,0.007833747957270305,-0.03603603603603611,,0.07321259773149817,0
1997-07-23,0.1095,0.1165,0.109,0.1145,65184000,,0.008000373161543275,0.06018518518518534,,0.06987225468596747,0
1997-07-24,0.115,0.1155,0.111,0.113,24336000,,0.0076503358453889475,0.03669724770642202,,0.06770208712733582,0
1997-07-25,0.111,0.1125,0.111,0.1115,12408000,,0.007085302260850053,0.0420560747663552,,0.06354531175650271,0
1997-07-28,0.1115,0.12,0.111,0.116,51480000,,0.0072767720347650475,0.013100436681222627,98068800.0,0.06273079340314695,0
1997-07-29,0.118,0.125,0.1165,0.124,96288000,,0.007449094831288543,0.09734513274336276,94114560.0,0.060073345413617286,0
1997-07-30,0.125,0.1255,0.1215,0.1225,50352000,,0.007104185348159689,0.09865470852017943,92678880.0,0.057993349780895424,0
1997-07-31,0.122,0.122,0.1165,0.12,29088000,,0.00699376681334372,0.0344827586206895,91073760.0,0.058281390111197665,0
1997-08-01,0.117,0.121,0.1125,0.121,71760000,,0.007144390132009347,-0.024193548387096753,84967680.0,0.05904454654553179,0
1997-08-04,0.119,0.1205,0.115,0.1155,53424000,,0.0070299511188084115,-0.05714285714285705,81325440.0,0.06086537765202087,0
1997-08-05,0.1165,0.1165,0.1075,0.1105,60648000,,0.007226956006927571,-0.07916666666666661,76163520.0,0.0654023168047744,0
1997-08-06,0.1105,0.1155,0.1095,0.1125,24864000,,0.007104260406234815,-0.07024793388429751,73181760.0,0.06314898138875391,0
1997-08-07,0.1125,0.113,0.106,0.109,40680000,,0.007093834365611335,-0.05627705627705637,72165600.0,0.06508104922579207,0
1997-08-08,0.1085,0.115,0.105,0.1145,44232000,,0.007384450929050203,0.03619909502262453,71661120.0,0.06449302121441225,0
1997-08-11,0.1145,0.1165,0.1125,0.1165,24792000,,0.007046005836145184,0.03555555555555556,71119200.0,0.06048073679094578,0
1997-08-12,0.114,0.115,0.11,0.11,11424000,,0.0069914052525306665,0.00917431192660545,71111040.0,0.0635582295684606,0
