Date,Open,High,Low,Close,AdjClose,Volume,ATR10,ATR20,ATR40,ATR50,SMA25,SMA50,SMA100,SMA150,SMA200,ROC200,RSI3,RSI4,ADX7,DollarVolume20,DollarVolume50,AvgVolume50,ATR_Ratio,ATR_Pct,Return_3D,6D_Return,UpTwoDays,TwoDayUp,HV20,min_50,max_70,setup
2007-02-08,21.0,28.6,20.55,28.47,28.47,19189270,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,False,False,,,,0
2007-02-09,28.5,31.09,27.6,29.25,29.25,3288673,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,False,False,,,,0
2007-02-12,29.6,30.0,27.85,28.55,28.55,981015,0.0,0.0,0.0,0.0,,,,,,,42.6229508196722,,0.0,,,,0.0,0.0,,,False,False,,,,0
2007-02-13,29.0,29.4,26.77,27.61,27.61,1350170,0.0,0.0,0.0,0.0,,,,,,,19.771863117870737,23.046618516086696,0.0,,,,0.0,0.0,-0.030207235686687706,,False,False,,,,0
2007-02-14,27.6,28.2,26.59,26.62,26.62,840299,0.0,0.0,0.0,0.0,,,,,,,10.705095213587256,13.609926328034136,0.0,,,,0.0,0.0,-0.08991452991452986,,False,False,,,,0
2007-02-15,26.55,27.5,26.05,26.4,26.4,694998,0.0,0.0,0.0,0.0,,,,,,,9.285714285714292,12.137395781304022,0.0,,,,0.0,0.0,-0.07530647985989503,,False,False,,,,0
2007-02-16,26.49,27.4,26.2,27.25,27.25,608356,0.0,0.0,0.0,0.0,,,,,,,48.70306090249291,43.58270080015791,0.0,,,,0.0,0.0,-0.013038754074610637,-0.0428521250439057,False,False,,,,0
2007-02-20,27.36,28.03,27.3,27.65,27.65,286667,0.0,0.0,0.0,0.0,,,,,,,60.74378169524265,53.92849707760736,0.0,,,,0.0,0.0,0.038692712246431116,-0.0547008547008547,True,True,,,,0
2007-02-21,28.08,28.08,27.35,27.95,27.95,316480,0.0,0.0,0.0,0.0,,,,,,,68.94450281784313,61.06786621595291,0.0,,,,0.0,0.0,0.058712121212121327,-0.0210157618213661,True,True,,,,0
2007-02-22,28.0,28.0,26.51,27.27,27.27,507231,2.357999999999999,0.0,0.0,0.0,,,,,,,40.31209508064877,41.58995741632816,0.0,,,,0.08646864686468644,0.0864686468646864,0.0007339449541283738,-0.0123143788482433,False,False,,,,0
2007-02-23,27.12,27.4,26.75,27.01,27.01,225857,2.1871999999999994,0.0,0.0,0.0,,,,,,,32.55741572298824,35.77308948713382,0.0,,,,0.08097741577193629,0.0809774157719362,-0.023146473779385057,0.0146506386175808,False,False,,,,0
2007-02-26,27.39,27.39,26.42,26.65,26.65,318826,2.0654799999999995,0.0,0.0,0.0,,,,,,,23.263114468781808,28.431791633989604,0.0,,,,0.07750393996247654,0.0775039399624765,-0.046511627906976716,0.009469696969697,False,False,,,,0
2007-02-27,26.04,26.5,25.5,25.76,25.76,573092,1.9739319999999996,0.0,0.0,0.0,,,,,,,11.300270684443303,16.959413273325296,0.0,,,,0.07662779503105588,0.0766277950310558,-0.05537220388705533,-0.0546788990825687,False,False,,,,0
2007-02-28,25.7,26.3,25.01,25.48,25.48,473535,1.9055387999999993,0.0,0.0,0.0,,,,,,,9.093501133530095,14.504390722946953,18.722577166373643,,,,0.07478566718995287,0.0747856671899528,-0.05664568678267312,-0.0784810126582278,False,False,,,,0
2007-03-01,25.0,25.32,24.06,25.2,25.2,641406,1.8569849199999997,0.0,0.0,0.0,,,,,,,7.033267287031748,12.157795270207046,23.21239122747118,,,,0.07368987777777777,0.0736898777777777,-0.054409005628517804,-0.0983899821109123,False,False,,,,0
2007-03-02,24.88,25.0,24.05,24.25,24.25,403660,1.7862864279999997,0.0,0.0,0.0,,,,,,,3.266676846792322,7.019977031515396,27.07991886478482,,,,0.07366129599999999,0.0736612959999999,-0.05861801242236031,-0.1107444077741107,False,False,,,,0
2007-03-05,24.05,25.14,24.02,24.32,24.32,475329,1.7196577851999997,0.0,0.0,0.0,,,,,,,8.67246129760862,10.726442211078009,29.49318703890463,,,,0.07070961287828946,0.0707096128782894,-0.04552590266875978,-0.0995927434283598,False,False,,,,0
2007-03-06,24.75,24.75,24.0,24.39,24.39,288091,1.62269200668,0.0,0.0,0.0,,,,,,,15.735904232480747,15.231924978588282,31.61734311418876,,,,0.06653103758425584,0.0665310375842558,-0.03214285714285714,-0.0848030018761725,True,True,,,,0
2007-03-07,24.48,25.45,24.32,24.61,24.61,245750,1.5734228060119997,0.0,0.0,0.0,,,,,,,38.25049539130752,30.029677027463848,28.87827985829201,,,,0.0639342871195449,0.0639342871195449,0.014845360824742304,-0.0446428571428572,True,True,,,,0
2007-03-08,24.87,25.272,24.78,24.86,24.86,89266,1.4822805254107996,1.6935999999999989,0.0,0.0,,,,,,,57.57327487126089,44.66545553761482,26.53051135323765,44496417.451,,,0.05962512169794045,0.0596251216979404,0.022203947368421018,-0.0243328100470957,True,True,,,,0
2007-03-09,25.35,26.36,24.5,25.87,25.87,341032,1.5200524728697196,1.701919999999999,0.0,0.0,,,,,,,85.35144271468782,73.9814662053929,26.081890284098915,17621616.498,,,0.05875734336566368,0.0587573433656636,0.06068060680606813,0.0265873015873017,True,True,36.87192613138515,,,0
2007-03-12,25.99,26.16,25.15,25.5,25.5,240082,1.4690472255827478,1.6673239999999994,0.0,0.0,,,,,,,62.76861800653653,58.772441890642334,25.69735793912285,13118036.7855,,,0.05760969512089207,0.057609695120892,0.03616416091019903,0.0515463917525773,False,False,35.01649748428185,,,0
2007-03-13,25.76,25.96,24.58,24.75,24.75,225776,1.4601425030244735,1.6529577999999994,0.0,0.0,,,,,,,34.784773635530684,37.7807553537687,22.10376035893259,11997035.673,,,0.058995656687857514,0.0589956566878575,-0.004424778761061954,0.0176809210526316,False,False,35.441228736822666,,,0
2007-03-14,24.7,25.04,24.5,24.8,24.8,214204,1.368128252722026,1.5973099099999994,0.0,0.0,,,,,,,37.56814435126844,39.69532878919964,19.29130262948693,10398738.948,,,0.0551664618033075,0.0551664618033075,-0.04136064940085038,0.016810168101681,False,False,34.159214137298655,,,0
2007-03-15,25.05,25.05,24.0,24.51,24.51,250221,1.3363154274498235,1.5699444144999997,0.0,0.0,26.1992,,,,,,27.39572768325607,32.06497137647352,19.343468711297422,9586946.8145,,,0.054521233270086636,0.0545212332700866,-0.03882352941176459,-0.0040633888663144,False,False,32.241760792662895,,,0
