Date,Open,High,Low,Close,AdjClose,Volume,ATR10,ATR20,ATR40,ATR50,SMA25,SMA50,SMA100,SMA150,SMA200,ROC200,RSI3,RSI4,ADX7,DollarVolume20,DollarVolume50,AvgVolume50,ATR_Ratio,ATR_Pct,Return_3D,6D_Return,UpTwoDays,TwoDayUp,HV20,min_50,max_70
2019-05-01,25.29,26.31,24.94,24.941,23.5389,1675200,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,False,False,,,
2019-05-02,26.09,26.09,24.75,24.896,23.4965,29300,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,False,False,,,
2019-05-03,25.03,25.203,25.03,25.2,23.7834,25800,0.0,0.0,0.0,0.0,,,,,,,91.01796407185658,,0.0,,,,0.0,0.0,,,False,False,,,
2019-05-06,25.11,25.11,24.9,25.086,23.6758,14600,0.0,0.0,0.0,0.0,,,,,,,60.19801980198009,62.07248596222556,0.0,,,,0.0,0.0,0.005813720380096976,,False,False,,,
2019-05-07,25.0,25.0,24.59,24.72,23.3303,14000,0.0,0.0,0.0,0.0,,,,,,,22.882950696273923,26.656923639020746,0.0,,,,0.0,0.0,-0.007069408740359995,,False,False,,,
2019-05-08,24.75,24.769,24.61,24.647,23.2615,24100,0.0,0.0,0.0,0.0,,,,,,,19.30311929518207,23.14508681522412,0.0,,,,0.0,0.0,-0.021944444444444433,,False,False,,,
2019-05-09,24.6,24.62,24.3,24.589,23.2067,19000,0.0,0.0,0.0,0.0,,,,,,,16.269735081616204,20.310505597472655,0.0,,,,0.0,0.0,-0.019811847245475578,-0.014113307405476894,False,False,,,
2019-05-10,24.58,24.729,24.25,24.645,23.2596,14100,0.0,0.0,0.0,0.0,,,,,,,31.79291553133531,31.163458175818235,0.0,,,,0.0,0.0,-0.0030339805825242427,-0.010081940874036022,False,False,,,
2019-05-13,24.39,24.39,23.993,24.069,22.7159,9300,0.0,0.0,0.0,0.0,,,,,,,8.23569270730404,10.866846226581359,0.0,,,,0.0,0.0,-0.023451129954964123,-0.044880952380952355,False,False,,,
2019-05-14,24.17,24.39,24.17,24.285,22.9198,6000,0.5770999999999994,0.0,0.0,0.0,,,,,,,35.23078839207882,32.76255887834451,0.0,,,,0.02376364010706195,0.02376364010706195,-0.012363251860587954,-0.03193016024874429,False,False,,,
2019-05-15,24.26,24.34,24.125,24.315,22.9481,2900,0.5408899999999994,0.0,0.0,0.0,,,,,,,38.97108052681169,35.688172069604065,0.0,,,,0.022245116183425843,0.022245116183425843,-0.013390139987827121,-0.016383495145630977,True,True,,,
2019-05-16,24.4,24.64,24.4,24.493,23.1161,4100,0.5193009999999993,0.0,0.0,0.0,,,,,,,59.689137104117776,52.15696967589001,0.0,,,,0.021202016902788525,0.021202016902788525,0.01761602060742029,-0.006248224936097668,True,True,,,
2019-05-17,24.4,24.52,24.28,24.329,22.9613,5700,0.4913708999999993,0.0,0.0,0.0,,,,,,,40.627848318992264,39.67571198259196,0.0,,,,0.02019692136955893,0.02019692136955893,0.0018118179946469137,-0.010573833828134482,False,False,,,
2019-05-20,24.26,24.29,24.08,24.167,22.8084,19500,0.46713380999999965,0.0,0.0,0.0,,,,,,,27.578475451758564,30.167560462792352,65.17944256241427,,,,0.01932940828402365,0.01932940828402365,-0.006086777709232938,-0.019395414891458684,False,False,,,
