Date,Open,High,Low,Close,AdjClose,Volume,ATR10,ATR20,ATR40,ATR50,SMA25,SMA50,SMA100,SMA150,SMA200,ROC200,RSI3,RSI4,ADX7,DollarVolume20,DollarVolume50,AvgVolume50,ATR_Ratio,ATR_Pct,Return_3D,6D_Return,UpTwoDays,TwoDayUp,HV20,min_50,max_70
2024-12-03,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,False,False,,,
2024-12-05,5.8,32.69,5.25,22.0,22.0,2651300,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,False,False,,,
2024-12-06,18.6,18.848,12.07,16.152,16.152,492300,0.0,0.0,0.0,0.0,,,,,,,71.49356557909789,,0.0,,,,0.0,0.0,,,False,False,,,
2024-12-09,15.97,22.55,15.97,17.3,17.3,250800,0.0,0.0,0.0,0.0,,,,,,,73.70109428871234,75.5095203528952,0.0,,,,0.0,0.0,inf,,False,False,,,
2024-12-10,17.0,17.89,15.18,15.7,15.7,115000,0.0,0.0,0.0,0.0,,,,,,,63.431815249645204,67.47218387745937,0.0,,,,0.0,0.0,-0.2863636363636364,,False,False,,,
2024-12-11,15.5,15.829,12.24,13.42,13.42,130300,0.0,0.0,0.0,0.0,,,,,,,48.87519260400617,56.12212431004191,0.0,,,,0.0,0.0,-0.16914314016840026,,False,False,,,
2024-12-12,13.48,13.82,11.81,13.0,13.0,66500,0.0,0.0,0.0,0.0,,,,,,,45.960808142184426,53.89534188582993,0.0,,,,0.0,0.0,-0.24855491329479773,inf,False,False,,,
2024-12-13,13.38,13.38,11.0,11.33,11.33,61200,0.0,0.0,0.0,0.0,,,,,,,33.90327523008928,44.52859841563245,0.0,,,,0.0,0.0,-0.2783439490445859,-0.485,False,False,,,
2024-12-16,11.7,12.135,10.85,11.2,11.2,62100,0.0,0.0,0.0,0.0,,,,,,,32.895586112159435,43.73959698633554,0.0,,,,0.0,0.0,-0.16542473919523104,-0.3065874195146113,False,False,,,
2024-12-17,11.16,11.25,9.32,10.22,10.22,171300,6.3104,0.0,0.0,0.0,,,,,,,24.620738976462377,37.127283969443184,0.0,,,,0.6174559686888453,0.6174559686888453,-0.2138461538461538,-0.4092485549132948,False,False,,,
2024-12-18,10.0,10.5,8.65,8.76,8.76,80400,5.86436,0.0,0.0,0.0,,,,,,,15.760957791699596,28.553029966073183,0.0,,,,0.6694474885844749,0.6694474885844749,-0.22683142100617826,-0.44203821656050957,False,False,,,
2024-12-19,8.76,9.7,8.13,8.35,8.35,134600,5.434924,0.0,0.0,0.0,,,,,,,13.68636738314649,26.280514893267252,0.0,,,,0.6508891017964071,0.6508891017964071,-0.2544642857142857,-0.37779433681073027,False,False,,,
2024-12-20,8.03,8.8,7.03,8.6,8.6,166000,5.0684316,0.0,0.0,0.0,,,,,,,22.96121142598203,30.76075978606859,0.0,,,,0.589352511627907,0.589352511627907,-0.15851272015655582,-0.3384615384615385,False,False,,,
2024-12-23,9.0,9.0,7.12,7.25,7.25,79600,4.74958844,0.0,0.0,0.0,,,,,,,12.276184162375486,21.39768118676504,63.43018291391261,,,,0.6551156468965518,0.6551156468965518,-0.17237442922374424,-0.3601059135039718,False,False,,,
2024-12-24,7.01,8.25,7.01,8.1,8.1,83800,4.398629596,0.0,0.0,0.0,,,,,,,39.059453894779466,37.39521489174896,61.661965957300346,,,,0.5430406908641976,0.5430406908641976,-0.029940119760479056,-0.2767857142857143,False,False,,,
