Date,Open,High,Low,Close,AdjClose,Volume,ATR10,ATR20,ATR40,ATR50,SMA25,SMA50,SMA100,SMA150,SMA200,ROC200,RSI3,RSI4,ADX7,DollarVolume20,DollarVolume50,AvgVolume50,ATR_Ratio,ATR_Pct,Return_3D,6D_Return,UpTwoDays,TwoDayUp,HV20,min_50,max_70
2024-05-01,26.15,26.86,25.71,26.1,26.1,35017400,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,False,False,,,
2024-05-02,26.54,28.29,26.315,26.99,26.99,10635500,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,False,False,,,
2024-05-03,27.755,29.27,27.2,29.0,29.0,5908800,0.0,0.0,0.0,0.0,,,,,,,100.0,,0.0,,,,0.0,0.0,,,True,True,,,
2024-05-06,29.08,29.08,27.98,28.94,28.94,3604500,0.0,0.0,0.0,0.0,,,,,,,96.65841584158423,97.09882139619226,0.0,,,,0.0,0.0,0.10881226053639836,,False,False,,,
2024-05-07,29.01,29.455,28.62,28.65,28.65,1744200,0.0,0.0,0.0,0.0,,,,,,,77.8082191780821,81.8042943223287,0.0,,,,0.0,0.0,0.06150426083734728,,False,False,,,
2024-05-08,28.64,28.94,28.25,28.5,28.5,2333600,0.0,0.0,0.0,0.0,,,,,,,67.58247701460249,73.78856311720126,0.0,,,,0.0,0.0,-0.017241379310344862,,False,False,,,
2024-05-09,28.74,29.0,28.35,28.5,28.5,1851700,0.0,0.0,0.0,0.0,,,,,,,67.58247701460249,73.78856311720126,0.0,,,,0.0,0.0,-0.015203870076019421,0.09195402298850563,False,False,,,
2024-05-10,28.58,28.69,28.16,28.62,28.62,1861200,0.0,0.0,0.0,0.0,,,,,,,73.78411476557038,76.99457264223487,0.0,,,,0.0,0.0,-0.0010471204188481353,0.06039273805113021,False,False,,,
2024-05-13,28.8,28.97,27.98,28.0,28.0,1431600,0.0,0.0,0.0,0.0,,,,,,,29.720325919401034,41.78575624829215,0.0,,,,0.0,0.0,-0.01754385964912286,-0.03448275862068961,False,False,,,
2024-05-14,28.0,28.54,27.94,28.1,28.1,1595400,1.101499999999999,0.0,0.0,0.0,,,,,,,38.59267668507449,46.99806447496619,0.0,,,,0.03919928825622772,0.03919928825622772,-0.014035087719298178,-0.029025570145127855,False,False,,,
2024-05-15,28.5,28.52,27.6,28.05,28.05,817000,1.083349999999999,0.0,0.0,0.0,,,,,,,35.25467225037029,44.35072121172874,0.0,,,,0.03862210338680923,0.03862210338680923,-0.01991614255765195,-0.020942408376963262,False,False,,,
2024-05-16,28.27,28.44,27.93,28.07,28.07,789500,1.0260149999999992,0.0,0.0,0.0,,,,,,,38.448922368416646,45.97377762139125,0.0,,,,0.03655201282508013,0.03655201282508013,0.0024999999999999467,-0.015087719298245594,False,False,,,
2024-05-17,28.35,28.51,28.053,28.49,28.49,776900,0.9691134999999994,0.0,0.0,0.0,,,,,,,75.900802357923,70.26040332014644,0.0,,,,0.034015917865917844,0.034015917865917844,0.01387900355871885,-0.00035087719298254605,True,True,,,
2024-05-20,28.77,30.155,28.75,29.81,29.81,2407800,1.0387021499999998,0.0,0.0,0.0,,,,,,,93.77039202063571,89.68722102847538,59.93849044915386,,,,0.0348440841999329,0.0348440841999329,0.06274509803921569,0.041579315164220754,True,True,,,
2024-05-21,29.52,29.8,28.62,29.35,29.35,1110200,1.0538319349999994,0.0,0.0,0.0,,,,,,,67.57724683136892,68.80379970256973,60.787082998655855,,,,0.03590568773424189,0.03590568773424189,0.04560028500178137,0.048214285714285765,False,False,,,
2024-05-22,29.63,30.23,28.87,29.12,29.12,1405200,1.0844487414999995,0.0,0.0,0.0,,,,,,,55.872070784701876,59.55845243556803,62.2006578401609,,,,0.037240684804258226,0.037240684804258226,0.02211302211302213,0.036298932384341676,False,False,,,
2024-05-23,29.94,29.94,28.67,28.68,28.68,1081200,1.1030038673499996,0.0,0.0,0.0,,,,,,,37.321632146742466,44.355658374475475,61.68185080443228,,,,0.03845899119072523,0.03845899119072523,-0.037906742703790686,0.022459893048128343,False,False,,,
2024-05-24,29.11,29.96,28.71,29.68,29.68,1341400,1.1207034806149996,0.0,0.0,0.0,,,,,,,70.59940013098776,68.62474186444618,61.285761749102406,,,,0.03775955123365902,0.03775955123365902,0.011243611584327073,0.05735660847880286,False,False,,,
2024-05-28,30.6,31.06,29.37,30.6,30.6,3838600,1.1776331325534994,0.0,0.0,0.0,,,,,,,83.03174054467566,79.56017688846154,62.971948010861304,,,,0.03848474289390521,0.03848474289390521,0.050824175824175866,0.0740610740610741,True,True,,,
2024-05-29,30.66,30.75,28.893,29.71,29.71,2882900,1.2455698192981495,1.1606999999999994,0.0,0.0,,,,,,,51.457233743698744,54.88566370374872,60.741993591417575,113526858.7,,,0.04192426184106864,0.04192426184106864,0.035913528591352994,-0.0033545790003354226,False,False,,,
2024-05-30,29.94,30.969,29.6,30.58,30.58,1429700,1.2579128373683344,1.1711149999999995,0.0,0.0,,,,,,,68.8346433972925,67.8723807835492,59.38512678396414,70015163.0,,,0.04113514837698935,0.04113514837698935,0.03032345013477089,0.04190800681430984,False,False,40.38076631415707,,
2024-05-31,30.9,32.49,30.65,31.41,31.41,2217900,1.3231215536315013,1.2080592499999996,0.0,0.0,,,,,,,79.3918596888555,76.48343420715294,60.82727127956486,59145767.7,,,0.04212421374184977,0.04212421374184977,0.026470588235294024,0.07864010989010994,True,True,39.88089361848558,,
2024-06-03,32.28,32.63,31.53,31.58,31.58,2330200,1.3128093982683515,1.2086562874999998,0.0,0.0,,,,,,,81.33444586696557,78.08735221546236,62.23175309642521,54257393.5,,,0.041570911914767306,0.041570911914767306,0.0629417704476607,0.10111576011157597,True,True,31.849686407333564,,
2024-06-04,31.74,32.53,31.56,31.97,31.97,1488500,1.2785284584415166,1.1967234731249998,0.0,0.0,,,,,,,85.90614972215047,81.86974479375019,63.43559465373407,51421049.25,,,0.03999150636351319,0.03999150636351319,0.045454545454545414,0.07715633423180601,True,True,31.878430120003724,,
2024-06-05,32.26,32.39,31.2,31.51,31.51,1220600,1.2696756125973652,1.1963872994687499,0.0,0.0,29.2004,,,,,,59.934540227762554,64.39041014223643,61.56481301672536,50845538.05,,,0.04029437044104618,0.04029437044104618,0.003183699458771061,0.029738562091503162,False,False,32.192393879487966,,
2024-06-06,31.15,31.6,30.36,30.59,30.59,1406200,1.2667080513376288,1.1985679344953124,0.0,0.0,29.38,,,,,,31.429098048001904,41.03030002770906,54.704244382402734,49670940.95,,,0.04140922037716995,0.04140922037716995,-0.03134895503483215,0.029619656681252104,False,False,34.29256663586218,,
2024-06-07,30.57,31.5,29.825,31.47,31.47,1518500,1.307537246203866,1.2223895377705467,0.0,0.0,29.5592,,,,,,59.24212440525416,59.68399192215098,47.4510727627432,49421628.2,,,0.04154868910720896,0.04154868910720896,-0.01563966218329682,0.029103989535644192,False,False,35.365392055142586,,
2024-06-10,31.4,31.7,30.915,31.5,31.5,832600,1.2552835215834794,1.2005200608820195,0.0,0.0,29.659200000000002,,,,,,60.070322130873585,60.25545831272463,41.04447206153825,48069596.0,,,0.03985027052645967,0.03985027052645967,-0.0003173595683910735,0.002865329512893977,True,True,35.39338095854601,,
2024-06-11,31.57,31.71,31.1,31.71,31.71,1534600,1.1907551694251315,1.1709940578379183,0.0,0.0,29.77,,,,,,67.09163197820533,64.89918968504223,35.60396146868767,48498464.3,,,0.037551408685749965,0.037551408685749965,0.03661327231121292,0.0041165294490184134,True,True,33.95913614767043,,
2024-06-12,31.8,32.6,31.51,32.32,32.32,2214400,1.1806796524826182,1.1669443549460223,0.0,0.0,29.916800000000002,,,,,,81.36736482514071,75.83456147578008,34.754772661219285,49835397.7,,,0.036530929841665165,0.036530929841665165,0.027009850651414036,0.01094776352830773,True,True,34.242339886138076,,
2024-06-13,32.39,33.28,32.114,32.99,32.99,1416700,1.1792116872343568,1.1668971371987213,0.0,0.0,30.096400000000003,,,,,,89.13363591114714,83.40567438134482,36.0059593678623,51026401.85,,,0.03574451916442427,0.03574451916442427,0.0473015873015874,0.046969216121866,True,True,34.39877706543332,,
2024-06-14,33.06,33.07,30.85,30.86,30.86,3581200,1.283290518510921,1.2195522803387853,0.0,0.0,30.190800000000003,,,,,,29.83428411050008,35.82668538773521,30.942558360315022,55444130.2,,,0.04158426826023723,0.04158426826023723,-0.026805424156417623,0.008826413860738791,False,False,43.462628696673924,,
2024-06-17,30.88,31.37,30.42,30.97,30.97,1207300,1.2499614666598287,1.206074666321846,0.0,0.0,30.2848,,,,,,33.27313530494308,38.25214101211208,27.967133286999008,56206940.2,,,0.04036039608200932,0.04036039608200932,-0.041769801980198085,-0.015888147442008282,False,False,43.29863947354565,,
2024-06-18,31.0,31.48,30.97,31.45,31.45,939300,1.1759653199938458,1.1712709330057538,0.0,0.0,30.422800000000002,,,,,,49.47979006549444,49.38287123587124,24.933627865564624,54095163.55,,,0.037391584101553126,0.037391584101553126,-0.046680812367384084,-0.0015873015873015817,True,True,40.75859857981742,,
2024-06-20,31.74,31.74,31.11,31.45,31.45,963400,1.1213687879944612,1.144207386355466,0.0,0.0,30.556800000000003,,,,,,49.47979006549444,49.38287123587124,21.60042789135043,53980891.55,,,0.03565560534163629,0.03565560534163629,0.019118600129617525,-0.008199306212551272,False,False,40.20618115728905,,
2024-06-21,31.13,31.54,30.965,31.53,31.53,984700,1.066731909195015,1.1157470170376926,0.0,0.0,30.695999999999998,,,,,,53.697069763353,51.94929147695009,18.98763281812383,53487299.9,,,0.033832283831113696,0.033832283831113696,0.018082014853083805,-0.02444306930693063,False,False,39.98657254123673,,
2024-06-24,31.55,32.08,30.861,31.03,31.03,1024100,1.0819587182755133,1.1209096661858078,0.0,0.0,30.8144,,,,,,30.1229332400015,36.51915569546289,18.36414797298057,53525750.25,,,0.03486815076621055,0.03486815076621055,-0.013354531001589787,-0.05941194301303432,False,False,40.035840738887515,,
2024-06-25,31.58,31.96,30.7,30.93,30.93,1655500,1.099762846447962,1.1278641828765175,0.0,0.0,30.912,,,,,,26.61727158809613,33.83890651465137,16.897284569011436,54095343.4,,,0.03555650974613521,0.03555650974613521,-0.01653418124006356,0.002268308489954629,False,False,38.44863691083182,,
2024-06-26,30.78,31.27,30.655,31.27,31.27,1952300,1.0512865618031657,1.1022209737326913,0.0,0.0,30.970399999999998,,,,,,53.949587808009476,50.356149461030725,15.35845585515498,51274706.45,,,0.033619653399525606,0.033619653399525606,-0.008246114811290894,0.009686793671294769,False,False,37.131240469928365,,
